workload_counter,input_len,workload_cycles
5,1048576,3062604
6,1048576,3065070
7,1048576,3065136
8,1048576,3066410
9,1048576,3066524
15,2097152,6130498
16,2097152,6131738
17,2097152,6130946
18,2097152,6127802
19,2097152,6131880
25,3145728,9190032
26,3145728,9198276
27,3145728,9196662
28,3145728,9195874
29,3145728,9197510
35,4194304,12254766
36,4194304,12257594
37,4194304,12254844
38,4194304,12259350
39,4194304,12257750
45,5242880,15323826
46,5242880,15322262
47,5242880,15320426
48,5242880,15318612
49,5242880,15324630
55,6291456,18387752
56,6291456,18387816
57,6291456,18384048
58,6291456,18386964
59,6291456,18385314
65,7340032,21449828
66,7340032,21451688
67,7340032,21450482
68,7340032,21451940
69,7340032,21453218
75,8388608,24514852
76,8388608,24512712
77,8388608,24515784
78,8388608,24521402
79,8388608,24519622
85,9437184,27578462
86,9437184,27580066
87,9437184,27579336
88,9437184,27576396
89,9437184,27581446
95,10485760,30643512
96,10485760,30643804
97,10485760,30642526
98,10485760,30640208
99,10485760,30649524
105,11534336,33710516
106,11534336,33705484
107,11534336,33713018
108,11534336,33715026
109,11534336,33701712
115,12582912,36773226
116,12582912,36770798
117,12582912,36765758
118,12582912,36792118
119,12582912,36774502
125,13631488,39837538
126,13631488,39850428
127,13631488,39837282
128,13631488,39835326
129,13631488,39834682
135,14680064,42902802
136,14680064,42901434
137,14680064,42913100
138,14680064,42899734
139,14680064,42904450
145,15728640,45965718
146,15728640,45960716
147,15728640,45967504
148,15728640,45968454
149,15728640,45959484
155,16777216,49027564
156,16777216,49032494
157,16777216,49032658
158,16777216,49026636
159,16777216,49039090
165,17825792,52098122
166,17825792,52099894
167,17825792,52088986
168,17825792,52098084
169,17825792,52088168
175,18874368,55160652
176,18874368,55163840
177,18874368,55159938
178,18874368,55162286
179,18874368,55159904
185,19922944,58226410
186,19922944,58225036
187,19922944,58214370
188,19922944,58216966
189,19922944,58222598
195,20971520,61284354
196,20971520,61290872
197,20971520,61285060
198,20971520,61285900
199,20971520,61279270
205,22020096,64347338
206,22020096,64363046
207,22020096,64356340
208,22020096,64356938
209,22020096,64348872
215,23068672,67416010
216,23068672,67417708
217,23068672,67414912
218,23068672,67418888
219,23068672,67453980
225,24117248,70476754
226,24117248,70477612
227,24117248,70476358
228,24117248,70725514
229,24117248,70471316
235,25165824,73543646
236,25165824,73535722
237,25165824,73545308
238,25165824,73554806
239,25165824,73539176
245,26214400,76609430
246,26214400,76606104
247,26214400,76611204
248,26214400,76610428
249,26214400,76695558
255,27262976,79667866
256,27262976,79663924
257,27262976,79888230
258,27262976,79840448
259,27262976,79671266
265,28311552,82735550
266,28311552,82735330
267,28311552,82748272
268,28311552,82732254
269,28311552,82734612
275,29360128,85799336
276,29360128,85798800
277,29360128,85798206
278,29360128,85796826
279,29360128,85871642
285,30408704,88861278
286,30408704,88867688
287,30408704,88859928
288,30408704,88873848
289,30408704,88859442
295,31457280,91963926
296,31457280,91931686
297,31457280,91918236
298,31457280,91924918
299,31457280,91919420
305,32505856,94997238
306,32505856,94982218
307,32505856,95000358
308,32505856,94990208
309,32505856,94986886
315,33554432,98064336
316,33554432,98046028
317,33554432,98055048
318,33554432,98058110
319,33554432,98059668
325,34603008,101125384
326,34603008,101128922
327,34603008,101119902
328,34603008,101128508
329,34603008,101122426
335,35651584,104380508
336,35651584,104184316
337,35651584,104182476
338,35651584,104183802
339,35651584,104187842
345,36700160,107243772
346,36700160,107250530
347,36700160,107243186
348,36700160,107247652
349,36700160,107260176
355,37748736,110317774
356,37748736,110303844
357,37748736,110313366
358,37748736,110321564
359,37748736,110319014
365,38797312,113381592
366,38797312,113541666
367,38797312,113374170
368,38797312,113374494
369,38797312,113380616
375,39845888,116512254
376,39845888,116448548
377,39845888,116443312
378,39845888,116457258
379,39845888,116431408
385,40894464,119499036
386,40894464,119501392
387,40894464,119768894
388,40894464,119510336
389,40894464,119510632
