workload_counter,input_len,max_freq,aperf,mperf
0,20971520,3700000000,1153687352,1094524878
1,20971520,3700000000,68080909,64590402
2,20971520,3700000000,68459585,64949271
3,20971520,3700000000,67606636,64140397
4,20971520,3700000000,68269896,64769636
