workload_counter,input_len,workload_cycles
5,1048576,8463770
6,1048576,8465454
7,1048576,8474786
8,1048576,8474068
9,1048576,8470122
15,2097152,17012320
16,2097152,16993130
17,2097152,16988910
18,2097152,17022700
19,2097152,17002706
25,3145728,25567864
26,3145728,25546932
27,3145728,25557110
28,3145728,25607458
29,3145728,25549712
35,4194304,34190248
36,4194304,34113772
37,4194304,34250334
38,4194304,34150488
39,4194304,34168122
45,5242880,42899054
46,5242880,42955868
47,5242880,42902646
48,5242880,43077908
49,5242880,42858776
55,6291456,68610570
56,6291456,67927680
57,6291456,67690068
58,6291456,67356118
59,6291456,67393572
65,7340032,76987358
66,7340032,77752946
67,7340032,78784156
68,7340032,77533642
69,7340032,78383316
75,8388608,87845092
76,8388608,86852366
77,8388608,89627668
78,8388608,89318504
79,8388608,87694402
85,9437184,97892576
86,9437184,96562046
87,9437184,96867240
88,9437184,98110782
89,9437184,98307972
95,10485760,104758072
96,10485760,107765940
97,10485760,112046368
98,10485760,108172916
99,10485760,106222122
105,11534336,121902858
106,11534336,128822538
107,11534336,121507836
108,11534336,125427664
109,11534336,121310154
115,12582912,176540166
116,12582912,171331760
117,12582912,170143054
118,12582912,173542602
119,12582912,169037370
125,13631488,235758540
126,13631488,231475586
127,13631488,234930052
128,13631488,238816302
129,13631488,235983986
135,14680064,283452714
136,14680064,285402780
137,14680064,283842372
138,14680064,282693150
139,14680064,284973934
145,15728640,320095842
146,15728640,320048206
147,15728640,321245500
148,15728640,321787736
149,15728640,319598628
155,16777216,354588442
156,16777216,353593426
157,16777216,355181696
158,16777216,354397494
159,16777216,355929002
165,17825792,386758926
166,17825792,386784390
167,17825792,386984992
168,17825792,387354754
169,17825792,387775088
175,18874368,418107466
176,18874368,419873870
177,18874368,419975784
178,18874368,419048000
179,18874368,417959324
185,19922944,449237328
186,19922944,448946102
187,19922944,449844946
188,19922944,449016126
189,19922944,450376934
195,20971520,478617090
196,20971520,480413658
197,20971520,479159522
198,20971520,480880816
199,20971520,480362730
205,22020096,509260050
206,22020096,509864556
207,22020096,509362308
208,22020096,510607194
209,22020096,511165278
215,23068672,540582654
216,23068672,540981982
217,23068672,539534974
218,23068672,540589658
219,23068672,540791378
225,24117248,571667236
226,24117248,569902556
227,24117248,570346550
228,24117248,571170418
229,24117248,569799088
235,25165824,600568074
236,25165824,599515134
237,25165824,599858046
238,25165824,600156676
239,25165824,601573910
245,26214400,630265798
246,26214400,629313988
247,26214400,630555778
248,26214400,630414606
249,26214400,629767730
255,27262976,658170668
256,27262976,659593712
257,27262976,660557888
258,27262976,659399442
259,27262976,658036436
265,28311552,688525810
266,28311552,688210482
267,28311552,688465934
268,28311552,690352180
269,28311552,688763118
275,29360128,717496790
276,29360128,718322828
277,29360128,717344186
278,29360128,718790260
279,29360128,718492150
285,30408704,746633232
286,30408704,747957114
287,30408704,748980502
288,30408704,746505936
289,30408704,747741946
295,31457280,777129528
296,31457280,777755782
297,31457280,776247612
298,31457280,775940786
299,31457280,776982952
305,32505856,805610564
306,32505856,805047918
307,32505856,806744704
308,32505856,805785700
309,32505856,806721074
315,33554432,835157890
316,33554432,834658976
317,33554432,835956694
318,33554432,835015600
319,33554432,835146502
325,34603008,863715066
326,34603008,863988132
327,34603008,863973484
328,34603008,863817550
329,34603008,862886438
335,35651584,892998992
336,35651584,892817948
337,35651584,893181376
338,35651584,894682994
339,35651584,894062730
345,36700160,922389236
346,36700160,922264916
347,36700160,922495330
348,36700160,922888766
349,36700160,923495320
355,37748736,951480952
356,37748736,951982078
357,37748736,950599786
358,37748736,952494554
359,37748736,950460520
365,38797312,979973448
366,38797312,979337002
367,38797312,981496648
368,38797312,978734444
369,38797312,979174866
375,39845888,1008871562
376,39845888,1009586488
377,39845888,1010247142
378,39845888,1010206338
379,39845888,1011018680
385,40894464,1037414610
386,40894464,1038126936
387,40894464,1039092524
388,40894464,1038639712
389,40894464,1039459344
