workload_counter,input_len,workload_cycles
0,1048576,8541656
1,1048576,8529388
2,1048576,8545472
3,1048576,8588032
4,1048576,8518494
10,2097152,17127040
11,2097152,17117386
12,2097152,17168474
13,2097152,17669546
14,2097152,17058806
20,3145728,25967564
21,3145728,27334668
22,3145728,25934056
23,3145728,26323618
24,3145728,25808870
30,4194304,42852128
31,4194304,36386298
32,4194304,40077204
33,4194304,34862608
34,4194304,36429822
40,5242880,71792510
41,5242880,68180998
42,5242880,73069972
43,5242880,68369228
44,5242880,67990768
50,6291456,127159606
51,6291456,115870514
52,6291456,121596116
53,6291456,83454830
54,6291456,106785578
60,7340032,135253854
61,7340032,130757792
62,7340032,142667968
63,7340032,134612746
64,7340032,133162180
70,8388608,162944656
71,8388608,160367042
72,8388608,163253252
73,8388608,159223930
74,8388608,164337312
80,9437184,195372060
81,9437184,189235836
82,9437184,188703502
83,9437184,193246852
84,9437184,178167894
90,10485760,215547702
91,10485760,232898996
92,10485760,223044506
93,10485760,227490566
94,10485760,220489558
100,11534336,252335524
101,11534336,265363112
102,11534336,252113516
103,11534336,258692912
104,11534336,262753378
110,12582912,284923476
111,12582912,298361228
112,12582912,303283250
113,12582912,268603358
114,12582912,308617820
120,13631488,347896064
121,13631488,336218384
122,13631488,325354110
123,13631488,333951832
124,13631488,333553112
130,14680064,372340356
131,14680064,365473156
132,14680064,367773460
133,14680064,407372376
134,14680064,384153590
140,15728640,423622556
141,15728640,410429126
142,15728640,414821904
143,15728640,428921416
144,15728640,416356920
150,16777216,454508032
151,16777216,463673216
152,16777216,419142216
153,16777216,442119680
154,16777216,449292184
160,17825792,466990782
161,17825792,471948010
162,17825792,470094300
163,17825792,471168010
164,17825792,480654906
170,18874368,505715166
171,18874368,490512118
172,18874368,497760318
173,18874368,491431334
174,18874368,496968910
180,19922944,536679710
181,19922944,525357610
182,19922944,527480898
183,19922944,535866612
184,19922944,544020890
190,20971520,566868660
191,20971520,556061340
192,20971520,559448496
193,20971520,562266344
194,20971520,554093988
200,22020096,612645750
201,22020096,598216148
202,22020096,616811716
203,22020096,617595354
204,22020096,589449938
210,23068672,647044828
211,23068672,648412362
212,23068672,638253588
213,23068672,639448926
214,23068672,665536356
220,24117248,680324606
221,24117248,664412748
222,24117248,663052604
223,24117248,669635234
224,24117248,699607780
230,25165824,734394360
231,25165824,720379856
232,25165824,716881080
233,25165824,700333046
234,25165824,695132134
240,26214400,740903216
241,26214400,740863262
242,26214400,771288972
243,26214400,710347714
244,26214400,752301342
250,27262976,797899300
251,27262976,778320232
252,27262976,773320766
253,27262976,762339104
254,27262976,768666654
260,28311552,794194808
261,28311552,806837132
262,28311552,799556514
263,28311552,807186182
264,28311552,799890380
270,29360128,887671744
271,29360128,875721784
272,29360128,816663892
273,29360128,824518756
274,29360128,830680568
280,30408704,881114062
281,30408704,850841666
282,30408704,849251828
283,30408704,856343064
284,30408704,868256076
290,31457280,907236352
291,31457280,939206744
292,31457280,930199546
293,31457280,885472872
294,31457280,910535686
300,32505856,916925358
301,32505856,937669818
302,32505856,935460158
303,32505856,948675036
304,32505856,962254118
310,33554432,1003174950
311,33554432,949957818
312,33554432,963615960
313,33554432,993625054
314,33554432,957229890
320,34603008,982789380
321,34603008,976800532
322,34603008,980632122
323,34603008,971471288
324,34603008,962875382
330,35651584,1015962634
331,35651584,1017415418
332,35651584,1047729564
333,35651584,1049016076
334,35651584,1022409556
340,36700160,1072341980
341,36700160,1039810174
342,36700160,1070910672
343,36700160,1058328306
344,36700160,1065795412
350,37748736,1087989120
351,37748736,1122855548
352,37748736,1085418044
353,37748736,1052237192
354,37748736,1076750066
360,38797312,1122183054
361,38797312,1128271796
362,38797312,1097163146
363,38797312,1084524782
364,38797312,1086425884
370,39845888,1127193308
371,39845888,1105468786
372,39845888,1125514736
373,39845888,1127291750
374,39845888,1141624472
380,40894464,1178213192
381,40894464,1158536018
382,40894464,1160357174
383,40894464,1150732830
384,40894464,1156981050
