workload_counter,input_len,workload_cycles,avg_freq
5,1048576,875327634,3088966555
6,1048576,875097910,2995083535
7,1048576,875608194,2950133363
8,1048576,875080976,2950131445
9,1048576,875226316,3164496865
15,2097152,1477872662,3013955385
16,2097152,1477649960,2932154930
17,2097152,1477746612,3067283744
18,2097152,1477674768,3061379621
19,2097152,1477891380,3050878864
25,3145728,2080776214,2975521742
26,3145728,2080679100,3031906625
27,3145728,2080602310,3022662510
28,3145728,2080358854,3029650391
29,3145728,2080552578,3018214935
35,4194304,2683581106,2925684975
36,4194304,2683514152,3014557111
37,4194304,2683645866,2942529968
38,4194304,2683938048,2954778622
39,4194304,2683302050,2937937362
45,5242880,3286780128,2991516713
46,5242880,3287447646,2925318539
47,5242880,3287448748,2926632978
48,5242880,3287526648,2945952777
49,5242880,3286824310,2939900022
55,6291456,3889599916,2966543810
56,6291456,3889541196,2993477279
57,6291456,3889571878,2938373572
58,6291456,3889690754,2954683274
59,6291456,3890714148,2957017963
65,7340032,4494275764,2031151224
66,7340032,4494570282,2013159005
67,7340032,4494134354,1991325050
68,7340032,4494499808,1997487002
69,7340032,4493868010,2027816396
75,8388608,5096091392,2098743310
76,8388608,5096349580,2085953342
77,8388608,5096803882,2094850599
78,8388608,5097280548,2125298385
79,8388608,5096086406,2111398559
85,9437184,5701699746,2277508172
86,9437184,5701198320,2466113770
87,9437184,5701325064,2267593897
88,9437184,5700750810,2457555909
89,9437184,5701416232,2442719230
95,10485760,6311342854,2461021687
96,10485760,6311655992,2549247604
97,10485760,6310425488,2512925166
98,10485760,6311145132,2519367803
99,10485760,6310841536,2273517287
105,11534336,6916292678,2295305583
106,11534336,6916171250,2389362864
107,11534336,6915712836,2586107964
108,11534336,6916235160,2301459799
109,11534336,6915877996,2300930475
115,12582912,7519710916,2438291308
116,12582912,7519606200,2473816070
117,12582912,7518657104,2412600748
118,12582912,7519538614,2381350061
119,12582912,7518847510,2420831696
125,13631488,8126723314,2612793228
126,13631488,8124858610,2697990014
127,13631488,8124852496,2682662578
128,13631488,8124010536,2477546412
129,13631488,8124356978,2384024035
135,14680064,8727239304,2531804143
136,14680064,8728140410,2480737261
137,14680064,8727215808,2459024115
138,14680064,8728038156,2448019120
139,14680064,8727974462,2549615680
145,15728640,9334637472,2057813176
146,15728640,9333983834,2086942941
147,15728640,9335089334,2017214554
148,15728640,9333503374,2081093350
149,15728640,9334456268,2093508079
155,16777216,9937135200,2255897891
156,16777216,9937475562,2212827183
157,16777216,9938048858,2172702297
158,16777216,9937850232,2159896992
159,16777216,9938033000,2175646942
165,17825792,10544016736,2222476807
166,17825792,10542961098,2206715704
167,17825792,10543629200,2247231046
168,17825792,10543876232,2208924330
169,17825792,10544453860,2236704899
175,18874368,11147875946,2226735160
176,18874368,11148062224,2274824908
177,18874368,11148470262,2223974558
178,18874368,11148002218,2289967675
179,18874368,11147922062,2285918352
185,19922944,11752833210,2208083582
186,19922944,11755022872,2322434271
187,19922944,11753029708,2355801600
188,19922944,11755328876,2306648686
189,19922944,11752626564,2381302306
195,20971520,12357808944,2359006823
196,20971520,12357936440,2279006287
197,20971520,12358508240,2344883916
198,20971520,12356963114,2369628940
199,20971520,12358279690,2435303412
205,22020096,12964677836,2317705394
206,22020096,12963727798,2292173244
207,22020096,12965229928,2263829816
208,22020096,12965465978,2242090842
209,22020096,12964528082,2455127600
215,23068672,13575571090,2406609237
216,23068672,13569982944,2454572503
217,23068672,13567533938,2411366479
218,23068672,13569935010,2482419356
219,23068672,13569806950,2432126726
225,24117248,14177178684,2127474849
226,24117248,14176057852,2049455213
227,24117248,14175510404,2193989563
228,24117248,14175715718,1978306276
229,24117248,14176880642,1997967990
235,25165824,14778836322,2197145888
236,25165824,14781308844,2052415857
237,25165824,14781517726,2011935740
238,25165824,14782178482,2040243558
239,25165824,14780208310,2018466875
245,26214400,15389458844,2059013607
246,26214400,15387907534,2283776814
247,26214400,15389047400,2266728293
248,26214400,15387652170,2085461466
249,26214400,15389979468,2124957919
255,27262976,15993630084,2241217500
256,27262976,15992344756,2205199051
257,27262976,15993109942,2091313423
258,27262976,15993830304,2141730384
259,27262976,15995612312,2146136807
265,28311552,16600443778,2183003492
266,28311552,16600319360,2210442574
267,28311552,16601925746,2271383391
268,28311552,16601626174,2187594650
269,28311552,16600376688,2159936364
275,29360128,17207805702,2308589359
276,29360128,17204233090,2235072280
277,29360128,17205055574,2260731841
278,29360128,17205726714,2243699062
279,29360128,17205338870,2226055829
285,30408704,17815187090,2249904102
286,30408704,17814338780,2220580833
287,30408704,17815120094,2203738917
288,30408704,17815018820,2272163028
289,30408704,17814786258,2236242437
295,31457280,18420263104,2252030750
296,31457280,18416661392,2342291582
297,31457280,18417289308,2294718384
298,31457280,18417465238,2341241999
299,31457280,18419022084,2312562440
305,32505856,19028154470,2018113442
306,32505856,19028046350,2106483281
307,32505856,19029823844,2113481522
308,32505856,19025884948,2068803612
309,32505856,19026363442,2144668014
315,33554432,19633603492,2146778553
316,33554432,19632416052,2155044533
317,33554432,19633616208,2138363070
318,33554432,19634254552,2181757284
319,33554432,19635466046,2110303558
325,34603008,20242340974,2164026373
326,34603008,20242907710,2219113581
327,34603008,20242426932,2203836236
328,34603008,20242463262,2086704286
329,34603008,20242952764,2187330293
335,35651584,20846351682,2175434795
336,35651584,20846430178,2198458847
337,35651584,20848006176,2240866003
338,35651584,20848540214,2183301774
339,35651584,20846902276,2192306500
