1048576|3088966555,2995083535,2950133363,2950131445,3164496865
2097152|3013955385,2932154930,3067283744,3061379621,3050878864
3145728|2975521742,3031906625,3022662510,3029650391,3018214935
4194304|2925684975,3014557111,2942529968,2954778622,2937937362
5242880|2991516713,2925318539,2926632978,2945952777,2939900022
6291456|2966543810,2993477279,2938373572,2954683274,2957017963
7340032|2031151224,2013159005,1991325050,1997487002,2027816396
8388608|2098743310,2085953342,2094850599,2125298385,2111398559
9437184|2277508172,2466113770,2267593897,2457555909,2442719230
10485760|2461021687,2549247604,2512925166,2519367803,2273517287
11534336|2295305583,2389362864,2586107964,2301459799,2300930475
12582912|2438291308,2473816070,2412600748,2381350061,2420831696
13631488|2612793228,2697990014,2682662578,2477546412,2384024035
14680064|2531804143,2480737261,2459024115,2448019120,2549615680
15728640|2057813176,2086942941,2017214554,2081093350,2093508079
16777216|2255897891,2212827183,2172702297,2159896992,2175646942
17825792|2222476807,2206715704,2247231046,2208924330,2236704899
18874368|2226735160,2274824908,2223974558,2289967675,2285918352
19922944|2208083582,2322434271,2355801600,2306648686,2381302306
20971520|2359006823,2279006287,2344883916,2369628940,2435303412
22020096|2317705394,2292173244,2263829816,2242090842,2455127600
23068672|2406609237,2454572503,2411366479,2482419356,2432126726
24117248|2127474849,2049455213,2193989563,1978306276,1997967990
25165824|2197145888,2052415857,2011935740,2040243558,2018466875
26214400|2059013607,2283776814,2266728293,2085461466,2124957919
27262976|2241217500,2205199051,2091313423,2141730384,2146136807
28311552|2183003492,2210442574,2271383391,2187594650,2159936364
29360128|2308589359,2235072280,2260731841,2243699062,2226055829
30408704|2249904102,2220580833,2203738917,2272163028,2236242437
31457280|2252030750,2342291582,2294718384,2341241999,2312562440
32505856|2018113442,2106483281,2113481522,2068803612,2144668014
33554432|2146778553,2155044533,2138363070,2181757284,2110303558
34603008|2164026373,2219113581,2203836236,2086704286,2187330293
35651584|2175434795,2198458847,2240866003,2183301774,2192306500
36700160|2160689451,2262037526,2080260554,2241904665,2264893775
37748736|2152902670,2145201782,2136042431,2181437459,2135362355
38797312|2206030740,2279154222,2146703988,2225880138,2284948353
39845888|2205871244,2233850406,2209358217,2257021804,2297185984
40894464|2013908534,2089798120,1998098659,2108002236,1989593204
