1048576|2926716224,3899999738,3900000523,3900000641,3900000937
2097152|3900000493,3899999471,3900000114,3900000325,3899999970
3145728|3900000752,3900000736,3900000272,3900000001,3900001056
4194304|3900000596,3900000229,3899999505,3899997361,3899999707
5242880|3899999552,3900000860,3899999890,3899999905,3899999870
6291456|3899999872,3900000166,3899999922,3899999829,3899999835
7340032|2975347347,2971211703,2968301170,2967340410,2968632999
8388608|3069547752,3068889179,3066693740,3064207437,3066832033
9437184|3149380879,3148887686,3148894632,3151447358,3152123400
10485760|3219049464,3222048019,3218344888,3220419343,3221025428
11534336|3273544752,3272710695,3279913955,3275474117,3274968108
12582912|3323671754,3324051275,3326141381,3323403463,3320279477
13631488|3365508872,3364419668,3364354247,3364263364,3363834006
14680064|3398176984,3399408176,3399504035,3397260628,3397554213
15728640|2963855223,2962804670,2961072670,2961101376,2963185403
16777216|3019368431,3018554949,3021039372,3019320895,3018598023
17825792|3068924699,3070233401,3071676482,3067427341,3069937529
18874368|3113340493,3112421616,3110494778,3114275727,3111524164
19922944|3151077268,3152773470,3152555174,3152769659,3151837765
20971520|3187681585,3187736601,3188200191,3187861461,3187696791
22020096|3222926019,3222590459,3221856698,3220210475,3219535134
23068672|2925650066,3249047619,3249782704,3248185958,2928283481
24117248|2967785330,2976548504,2973903893,2967427640,2966224744
25165824|3000471159,3002883085,3007440919,3003100694,3006365613
26214400|3043015779,3043145985,3042355765,3045408512,3044288939
27262976|3074031597,3074239850,3075193119,3071866475,3071289301
28311552|3100191094,3099710911,3102257399,3100207717,3101391000
29360128|3126759035,3131030571,3130417684,3127183638,3129319895
30408704|3154094575,3159223083,3155554083,3153391803,3154295566
31457280|2934262987,2931573843,2934135827,2933663639,2936949617
32505856|2966331538,2967110818,2966469988,2966838417,2962396580
33554432|2991015315,2990560362,2995932079,2995911596,2993774662
34603008|3019750648,3020514570,3018572828,3019346744,3020001556
35651584|3047014752,3044621992,3044628265,3045498933,3044579858
36700160|3069192509,3064041341,3064314538,3066770108,3066483358
37748736|3089646694,3090904811,3092669375,3094897472,3092922576
38797312|3113428996,3113283667,3114209775,3115051426,3114229065
39845888|2943373426,2941519636,2942233083,2943166556,2957849250
40894464|2966026917,2967088565,2965514956,2965087667,2966190259
