workload_counter,input_len,workload_cycles
0,1048576,241577708
1,1048576,241676500
2,1048576,241636432
3,1048576,241642350
4,1048576,241672928
10,2097152,483313428
11,2097152,483340920
12,2097152,483361218
13,2097152,483306082
14,2097152,483283914
20,3145728,725078536
21,3145728,725037256
22,3145728,724891828
23,3145728,725128760
24,3145728,725027086
30,4194304,966575946
31,4194304,966591990
32,4194304,966596626
33,4194304,966442630
34,4194304,966671744
40,5242880,1208560152
41,5242880,1208170774
42,5242880,1208353002
43,5242880,1208357838
44,5242880,1208153838
50,6291456,1449882804
51,6291456,1449724480
52,6291456,1449884754
53,6291456,1449558626
54,6291456,1449796274
60,7340032,1691377708
61,7340032,1691311040
62,7340032,1691550008
63,7340032,1691265222
64,7340032,1691121290
70,8388608,1933125138
71,8388608,1933245660
72,8388608,1937210686
73,8388608,1932830428
74,8388608,1932826256
80,9437184,2174515718
81,9437184,2174774766
82,9437184,2174712738
83,9437184,2174464168
84,9437184,2174471316
90,10485760,2416545842
91,10485760,2416331710
92,10485760,2416293766
93,10485760,2416075842
94,10485760,2416134682
100,11534336,2658002932
101,11534336,2657811724
102,11534336,2657795822
103,11534336,2657600230
104,11534336,2657990926
110,12582912,2899428536
111,12582912,2899328138
112,12582912,2899649086
113,12582912,2899739802
114,12582912,2899179462
120,13631488,3140901996
121,13631488,3141645764
122,13631488,3140998082
123,13631488,3141276570
124,13631488,3141093688
130,14680064,3382614806
131,14680064,3382740402
132,14680064,3382894074
133,14680064,3382910464
134,14680064,3382667750
140,15728640,3624317200
141,15728640,3624258540
142,15728640,3624368880
143,15728640,3624188860
144,15728640,3624279784
150,16777216,3865890814
151,16777216,3866001542
152,16777216,3865628764
153,16777216,3866037502
154,16777216,3865623806
160,17825792,4107913772
161,17825792,4107839508
162,17825792,4116083586
163,17825792,4107596888
164,17825792,4107202632
170,18874368,4348999404
171,18874368,4349456002
172,18874368,4349531870
173,18874368,4349122444
174,18874368,4349465128
180,19922944,4590675934
181,19922944,4590716742
182,19922944,4590750096
183,19922944,4591027474
184,19922944,4590971166
190,20971520,4832286668
191,20971520,4832547236
192,20971520,4832400768
193,20971520,4832676016
194,20971520,4832295292
200,22020096,5074084430
201,22020096,5074155222
202,22020096,5073971154
203,22020096,5074477164
204,22020096,5074015732
210,23068672,5315535320
211,23068672,5315723810
212,23068672,5316286514
213,23068672,5315624018
214,23068672,5315910820
220,24117248,5556759094
221,24117248,5557458208
222,24117248,5557349076
223,24117248,5557089982
224,24117248,5557326996
230,25165824,5799038572
231,25165824,5798431460
232,25165824,5806949354
233,25165824,5799232132
234,25165824,5798738826
240,26214400,6039935430
241,26214400,6040199994
242,26214400,6040425622
243,26214400,6040858496
244,26214400,6041085458
250,27262976,6282962004
251,27262976,6282533304
252,27262976,6282452026
253,27262976,6282452580
254,27262976,6281758640
260,28311552,6523891886
261,28311552,6523941902
262,28311552,6523866586
263,28311552,6524161286
264,28311552,6523958888
270,29360128,6765612634
271,29360128,6765368612
272,29360128,6765469100
273,29360128,6765616624
274,29360128,6765470576
280,30408704,7007859858
281,30408704,7007126586
282,30408704,7006768928
283,30408704,7007026620
284,30408704,7007180958
290,31457280,7248605400
291,31457280,7248991050
292,31457280,7248266304
293,31457280,7248519034
294,31457280,7248742620
300,32505856,7490312834
301,32505856,7490714752
302,32505856,7490330134
303,32505856,7489853796
304,32505856,7489949100
310,33554432,7731657264
311,33554432,7732230660
312,33554432,7732402134
313,33554432,7731615816
314,33554432,7731772484
320,34603008,7973814440
321,34603008,7973965558
322,34603008,7973473124
323,34603008,7973081280
324,34603008,7973511228
330,35651584,8215115652
331,35651584,8215508770
332,35651584,8214966868
333,35651584,8215169484
334,35651584,8214693580
340,36700160,8457305542
341,36700160,8457018550
342,36700160,8457078466
343,36700160,8456627066
344,36700160,8457022204
350,37748736,8697848152
351,37748736,8698741894
352,37748736,8698479438
353,37748736,8698425906
354,37748736,8698223662
360,38797312,8940115174
361,38797312,8939902398
362,38797312,8939796122
363,38797312,8941098408
364,38797312,8940049942
370,39845888,9181472156
371,39845888,9181498112
372,39845888,9182067282
373,39845888,9182143022
374,39845888,9182246192
380,40894464,9423077120
381,40894464,9423515356
382,40894464,9423427062
383,40894464,9423717338
384,40894464,9423602560
