workload_counter,input_len,workload_cycles
5,1048576,241641520
6,1048576,241621322
7,1048576,241567742
8,1048576,241681592
9,1048576,241570844
15,2097152,483169992
16,2097152,483293932
17,2097152,483194386
18,2097152,483150660
19,2097152,483196642
25,3145728,724858306
26,3145728,724771778
27,3145728,724822116
28,3145728,724835540
29,3145728,724761378
35,4194304,966459016
36,4194304,966229154
37,4194304,966428002
38,4194304,966428682
39,4194304,966157428
45,5242880,1207905672
46,5242880,1207840750
47,5242880,1208040976
48,5242880,1207995794
49,5242880,1208012486
55,6291456,1449506598
56,6291456,1449479492
57,6291456,1449460968
58,6291456,1449415064
59,6291456,1449470716
65,7340032,1690982828
66,7340032,1691270178
67,7340032,1691183782
68,7340032,1691270424
69,7340032,1691095190
75,8388608,1932928534
76,8388608,1932764310
77,8388608,1932704182
78,8388608,1932797024
79,8388608,1932521156
85,9437184,2174358978
86,9437184,2174322352
87,9437184,2173991350
88,9437184,2174398070
89,9437184,2174006332
95,10485760,2416133022
96,10485760,2415825336
97,10485760,2415899974
98,10485760,2415809516
99,10485760,2415904630
105,11534336,2657157292
106,11534336,2657323126
107,11534336,2657459366
108,11534336,2657431398
109,11534336,2657422490
115,12582912,2899219734
116,12582912,2898947164
117,12582912,2899316362
118,12582912,2898914144
119,12582912,2898904716
125,13631488,3140798804
126,13631488,3140451554
127,13631488,3140666294
128,13631488,3140804168
129,13631488,3141013904
135,14680064,3382432366
136,14680064,3381979354
137,14680064,3382254536
138,14680064,3382091428
139,14680064,3382064284
145,15728640,3624001612
146,15728640,3623557694
147,15728640,3623865148
148,15728640,3624095750
149,15728640,3623550964
155,16777216,3865735820
156,16777216,3864969012
157,16777216,3865268420
158,16777216,3865500268
159,16777216,3865341684
165,17825792,4106922258
166,17825792,4107182104
167,17825792,4106930764
168,17825792,4107089082
169,17825792,4106860870
175,18874368,4348603546
176,18874368,4348657274
177,18874368,4348742102
178,18874368,4348830240
179,18874368,4348512520
185,19922944,4589948116
186,19922944,4590315218
187,19922944,4590659554
188,19922944,4590120898
189,19922944,4590261684
195,20971520,4831965194
196,20971520,4831969544
197,20971520,4831597864
198,20971520,4831955804
199,20971520,4831574116
205,22020096,5073251564
206,22020096,5073121490
207,22020096,5073449220
208,22020096,5073049758
209,22020096,5073218320
215,23068672,5315159158
216,23068672,5315211868
217,23068672,5314896962
218,23068672,5314883058
219,23068672,5314786086
225,24117248,5556516234
226,24117248,5556030728
227,24117248,5556583596
228,24117248,5556604474
229,24117248,5556074834
235,25165824,5798395108
236,25165824,5798375252
237,25165824,5797962326
238,25165824,5797919940
239,25165824,5797840066
245,26214400,6039889996
246,26214400,6039945226
247,26214400,6039990826
248,26214400,6039735902
249,26214400,6039651418
255,27262976,6281402718
256,27262976,6281185134
257,27262976,6281754318
258,27262976,6281200032
259,27262976,6280668712
265,28311552,6522927488
266,28311552,6522557608
267,28311552,6522815014
268,28311552,6522892488
269,28311552,6522667438
275,29360128,6764316526
276,29360128,6764237362
277,29360128,6764267078
278,29360128,6763843854
279,29360128,6764457166
285,30408704,7006248906
286,30408704,7006319572
287,30408704,7006252844
288,30408704,7006189916
289,30408704,7006009988
295,31457280,7247256194
296,31457280,7247566160
297,31457280,7247477358
298,31457280,7247383766
299,31457280,7247586652
305,32505856,7489335900
306,32505856,7489126618
307,32505856,7489147734
308,32505856,7489145646
309,32505856,7488769458
315,33554432,7730677998
316,33554432,7730912406
317,33554432,7730595798
318,33554432,7730438530
319,33554432,7730606664
325,34603008,7972081694
326,34603008,7972741374
327,34603008,7972463168
328,34603008,7972580222
329,34603008,7971985866
335,35651584,8213708576
336,35651584,8213931438
337,35651584,8213624618
338,35651584,8213637512
339,35651584,8213560174
345,36700160,8455725426
346,36700160,8455618866
347,36700160,8455270126
348,36700160,8455208528
349,36700160,8455827846
355,37748736,8697485688
356,37748736,8696462594
357,37748736,8696548222
358,37748736,8697485256
359,37748736,8696942510
365,38797312,8938546706
366,38797312,8938476210
367,38797312,8938231984
368,38797312,8938157248
369,38797312,8938650698
375,39845888,9180161768
376,39845888,9180325658
377,39845888,9180101520
378,39845888,9180662664
379,39845888,9180512408
385,40894464,9421462150
386,40894464,9422019858
387,40894464,9422099124
388,40894464,9421960024
389,40894464,9421627368
