workload_counter,input_len,workload_cycles
0,1048576,244303658
1,1048576,244557388
2,1048576,244776386
3,1048576,244832482
4,1048576,244275804
10,2097152,488375196
11,2097152,488516090
12,2097152,488416214
13,2097152,488477698
14,2097152,488539754
20,3145728,729638522
21,3145728,726679986
22,3145728,732687084
23,3145728,732435184
24,3145728,732745186
30,4194304,974546570
31,4194304,975607390
32,4194304,974755648
33,4194304,976656094
34,4194304,976866774
40,5242880,1221490020
41,5242880,1221435414
42,5242880,1221563848
43,5242880,1221420456
44,5242880,1220800332
50,6291456,1465596494
51,6291456,1465281828
52,6291456,1465260624
53,6291456,1465429884
54,6291456,1465161722
60,7340032,1709361484
61,7340032,1709486534
62,7340032,1709695202
63,7340032,1701023164
64,7340032,1709213514
70,8388608,1953221228
71,8388608,1953505920
72,8388608,1952597412
73,8388608,1953206276
74,8388608,1953192234
80,9437184,2198225956
81,9437184,2197994660
82,9437184,2197807842
83,9437184,2197107610
84,9437184,2197759656
90,10485760,2442192080
91,10485760,2441972496
92,10485760,2441767448
93,10485760,2442028344
94,10485760,2442257496
100,11534336,2686540952
101,11534336,2685875862
102,11534336,2669435146
103,11534336,2683495410
104,11534336,2685611134
110,12582912,2924451914
111,12582912,2922425644
112,12582912,2930363424
113,12582912,2929312160
114,12582912,2929181648
120,13631488,3174898128
121,13631488,3174459344
122,13631488,3173989764
123,13631488,3173955864
124,13631488,3174089374
130,14680064,3412185318
131,14680064,3411872918
132,14680064,3410642390
133,14680064,3409883486
134,14680064,3418218256
140,15728640,3662489716
141,15728640,3662724808
142,15728640,3662125968
143,15728640,3645917698
144,15728640,3662376630
150,16777216,3906902904
151,16777216,3907082214
152,16777216,3907234018
153,16777216,3907263910
154,16777216,3907203152
160,17825792,4152017354
161,17825792,4151348198
162,17825792,4151425724
163,17825792,4148709376
164,17825792,4150684162
170,18874368,4395553664
171,18874368,4395517392
172,18874368,4394676838
173,18874368,4395488672
174,18874368,4395533312
180,19922944,4603965546
181,19922944,4636449104
182,19922944,4637325090
183,19922944,4636837106
184,19922944,4637207222
190,20971520,4881208740
191,20971520,4880712932
192,20971520,4880198060
193,20971520,4880518288
194,20971520,4880466404
200,22020096,5125193950
201,22020096,5123484678
202,22020096,5124229304
203,22020096,5124142038
204,22020096,5124189514
210,23068672,5367760192
211,23068672,5337659898
212,23068672,5367554486
213,23068672,5368010706
214,23068672,5366950686
220,24117248,5612066062
221,24117248,5611630172
222,24117248,5612266636
223,24117248,5612549062
224,24117248,5612727344
230,25165824,5848085822
231,25165824,5854165802
232,25165824,5856070558
233,25165824,5854098072
234,25165824,5856245136
240,26214400,6098238032
241,26214400,6063054580
242,26214400,6098707966
243,26214400,6099045880
244,26214400,6099315458
250,27262976,6343103382
251,27262976,6343053420
252,27262976,6343262080
253,27262976,6343190392
254,27262976,6343107072
260,28311552,6575247408
261,28311552,6578178106
262,28311552,6581147172
263,28311552,6587017208
264,28311552,6587968718
270,29360128,6829540432
271,29360128,6832567630
272,29360128,6833364294
273,29360128,6832378932
274,29360128,6832549124
280,30408704,7070231838
281,30408704,7076751766
282,30408704,7076542810
283,30408704,7076432470
284,30408704,7074588798
290,31457280,7321136752
291,31457280,7319458650
292,31457280,7302991966
293,31457280,7320703234
294,31457280,7320554386
300,32505856,7564329646
301,32505856,7564697290
302,32505856,7565625636
303,32505856,7564928110
304,32505856,7564549772
310,33554432,7809833526
311,33554432,7808292966
312,33554432,7809275910
313,33554432,7808858824
314,33554432,7788788882
320,34603008,8051701714
321,34603008,8051961862
322,34603008,8053413106
323,34603008,8052411504
324,34603008,8052859806
330,35651584,8297873380
331,35651584,8298708000
332,35651584,8296135404
333,35651584,8296348536
334,35651584,8295784838
340,36700160,8520027340
341,36700160,8532638174
342,36700160,8540190886
343,36700160,8541135872
344,36700160,8540602284
350,37748736,8773998822
351,37748736,8777942598
352,37748736,8771751356
353,37748736,8784855854
354,37748736,8786556274
360,38797312,9029971946
361,38797312,9026085162
362,38797312,9018099324
363,38797312,9029067004
364,38797312,9029160280
370,39845888,9266326640
371,39845888,9271121356
372,39845888,9271855866
373,39845888,9273780760
374,39845888,9273648528
380,40894464,9515988670
381,40894464,9515437376
382,40894464,9481996476
383,40894464,9514681078
384,40894464,9515700274
