MGHOUT:index,input_size(B),workload_output_duration(ms)
MGHOUT:0,20971520,26.037122
MGHOUT:1,20971520,25.97432
MGHOUT:2,20971520,25.901332
MGHOUT:3,20971520,25.912565
MGHOUT:4,20971520,25.978999
MGHOUT:5,20971520,25.951532
MGHOUT:6,20971520,25.890974
MGHOUT:7,20971520,25.946297
MGHOUT:8,20971520,25.99128
MGHOUT:9,20971520,26.025118
