1048576|3053162347,3002841978,3127567266,2947017666,3147469994
2097152|3003416463,3056249695,3056248692,3077415773,3045967505
3145728|2940786149,3045968013,3031184007,2969541662,3003293285
4194304|2964633493,2970014489,3000556280,2981577553,2958158821
5242880|2942787625,2947012677,2937048515,2945354710,2945816834
6291456|1976725196,1966338392,1995805672,2018344142,1980686725
7340032|2067196668,2104686842,2107159910,2111385213,2111963227
8388608|2185537644,2154297004,2146426734,2189519762,2196563441
9437184|2328439939,2507142636,2522816821,2531191486,2316455050
10485760|2483130772,2528509507,2552254259,2579686843,2579337528
11534336|2538716080,2340872953,2411332890,2634681354,2383403287
12582912|2568745040,2381703946,2374191049,2396324331,2374441701
13631488|2563999215,2485475838,2573417105,2516879084,2698390990
14680064|2462161268,2534656306,2437121799,2492775815,2470159019
15728640|2206231987,2132276104,2159385438,2175457223,2067313591
16777216|2062281766,2193644211,2138242324,2139491102,2080329812
17825792|2074676471,2229705064,2266819089,2180769284,2221314350
18874368|2201660008,2287821129,2255580025,2260452535,2345502321
19922944|2193418901,2362604314,2234775395,2331951109,2309646776
20971520|2280753402,2322301549,2207263664,2303250435,2382690555
22020096|2334331586,2430253797,2452523505,2277979796,2373794266
23068672|2426245241,2244014155,2414591545,2307078007,2359851678
24117248|2372385587,2340085334,2465583594,2337923538,2490951879
25165824|2122406235,2042321422,1989590403,2010396879,1994559221
26214400|2056479378,2052489367,2041259908,2050505375,2123565990
27262976|2098778684,2055677160,2092450124,2098577392,2135299324
28311552|2175127109,2098868816,2125364356,2144517293,2133220352
29360128|2103977643,2255373488,2238970087,2209049249,2226262334
30408704|2181721134,2245762784,2255900544,2250139318,2285650911
31457280|2293457410,2241606715,2272283861,2322366710,2161426782
32505856|2273189188,2287050830,2328874285,2178189087,2207983901
33554432|2032040404,2056328551,2088378294,2142482753,1959324144
34603008|2046375870,1996869383,2025677174,1991870346,2018284875
35651584|2061605320,2011082407,2047683390,2124017210,2091604368
36700160|2090692590,2033883318,2090555672,2176253464,2032513614
37748736|2096505204,2129393592,2136083103,2118384451,2161157116
38797312|2192317963,2212802446,2203726934,2198612168,2209266285
39845888|2164662935,2159368773,2157333528,2248803242,2216754307
40894464|2155829862,2131247185,2274538006,2231597224,2174989572
