workload_counter,input_len,workload_cycles,avg_freq
335,35651584,19701683200,2061605320
336,35651584,19702105100,2011082407
337,35651584,19700280652,2047683390
338,35651584,19699978214,2124017210
339,35651584,19701256930,2091604368
345,36700160,20246363382,2090692590
346,36700160,20244413458,2033883318
347,36700160,20245147366,2090555672
348,36700160,20246669204,2176253464
349,36700160,20244719306,2032513614
355,37748736,20793061202,2096505204
356,37748736,20793245868,2129393592
357,37748736,20793426022,2136083103
358,37748736,20793124634,2118384451
359,37748736,20794158178,2161157116
365,38797312,21337622652,2192317963
366,38797312,21339082996,2212802446
367,38797312,21339267346,2203726934
368,38797312,21338412898,2198612168
369,38797312,21338050398,2209266285
375,39845888,21886088440,2164662935
376,39845888,21880785162,2159368773
377,39845888,21883588146,2157333528
378,39845888,21883587738,2248803242
379,39845888,21884073128,2216754307
385,40894464,22427726368,2155829862
386,40894464,22427968684,2131247185
387,40894464,22428943412,2274538006
388,40894464,22428394714,2231597224
389,40894464,22428208684,2174989572
