workload_counter,input_len,workload_cycles,avg_freq
0,1048576,1705644900,2934930298
1,1048576,1712353478,3899999956
2,1048576,1729958562,3900001257
3,1048576,1726433884,3900000486
4,1048576,1721611580,3899999819
10,2097152,2271907526,3900000266
11,2097152,2269099204,3900000494
12,2097152,2269100370,3899999877
13,2097152,2266723098,3900000314
14,2097152,2270442636,3900000162
20,3145728,2827738968,3900000709
21,3145728,2824143782,3900001323
22,3145728,2827315548,3899999884
23,3145728,2829319760,3899999797
24,3145728,2829931824,3900000304
30,4194304,3387899354,3899999993
31,4194304,3384063380,3900000385
32,4194304,3387780832,3899999812
33,4194304,3380709848,3900000315
34,4194304,3389055670,3900000328
40,5242880,3947455960,3900000891
41,5242880,3931307776,3899999833
42,5242880,3932523204,3900000143
43,5242880,3932036326,3899999818
44,5242880,3929904418,3900000331
50,6291456,4493720720,2953007927
51,6291456,4485193976,2951349077
52,6291456,4486835052,2951668415
53,6291456,4506212746,2955427614
54,6291456,4498230486,2953883856
60,7340032,5047361148,3049571450
61,7340032,5044985232,3049198699
62,7340032,5053577020,3050543577
63,7340032,5039503216,3048338942
64,7340032,5033292368,3047360876
70,8388608,5578641692,3125369034
71,8388608,5576693932,3125115566
72,8388608,5584370086,3126112968
73,8388608,5585038972,3126198781
74,8388608,5577911022,3125274068
80,9437184,6150628458,3193191991
81,9437184,6146542440,3192749947
82,9437184,6144588944,3192538797
83,9437184,6155924292,3193764790
84,9437184,6147577924,3192861930
90,10485760,6713100642,3249223870
91,10485760,6715724492,3249463923
92,10485760,6695796886,3247633337
93,10485760,6689947722,3247093747
94,10485760,6748440992,3252449366
100,11534336,7258581292,3295683237
101,11534336,7257722120,3295615913
102,11534336,7267592732,3296395611
103,11534336,7263330392,3296059534
104,11534336,7294895150,3298541614
110,12582912,7819832752,3337036067
111,12582912,7782971354,3334494590
112,12582912,7821969270,3337182865
113,12582912,7814962106,3336701596
114,12582912,7807223748,3336169189
120,13631488,8365128520,3372130249
121,13631488,8367509556,3372274297
122,13631488,8342036658,3370733254
123,13631488,8363361218,3372023903
124,13631488,8359582124,3371796036
130,14680064,8896592058,3402365562
131,14680064,8889398480,3401979418
132,14680064,8929917968,3404146924
133,14680064,8932666366,3404292614
134,14680064,8911890984,3403184354
140,15728640,9478137708,2963430505
141,15728640,9479053082,2963517351
142,15728640,9506294478,2966097233
143,15728640,9502083208,2965699186
144,15728640,9494288346,2964961728
150,16777216,10063710852,3015932443
151,16777216,10033364604,3013357091
152,16777216,10046772354,3014496031
153,16777216,10062127994,3015798652
154,16777216,10065784292,3016108199
160,17825792,10606022708,3059564735
161,17825792,10613514920,3060137709
162,17825792,10614186864,3060188493
163,17825792,10674324078,3064757485
164,17825792,10592795796,3058549386
170,18874368,11175990164,3101008772
171,18874368,11164470846,3100212141
172,18874368,11157893766,3099755927
173,18874368,11165572640,3100288372
174,18874368,11167827326,3100444359
180,19922944,11735354998,3137891759
181,19922944,11718300660,3136817668
182,19922944,11717687726,3136779360
183,19922944,11728107440,3137435568
184,19922944,11728840916,3137481609
190,20971520,12285648986,3170998340
191,20971520,12280406816,3170696138
192,20971520,12287109842,3171082310
193,20971520,12309478794,3172366631
194,20971520,12308866096,3172331905
200,22020096,12865247376,3202893261
201,22020096,12828749312,3200967418
202,22020096,12832774358,3201180359
203,22020096,12831739240,3201125285
204,22020096,12825335730,3200786290
210,23068672,13398600600,3229872895
211,23068672,13363322684,3228153169
212,23068672,13419925454,3230908122
213,23068672,13465079654,3233090013
214,23068672,13447954406,3232264437
220,24117248,14029566888,2938817878
221,24117248,13988985000,2936103671
222,24117248,13968147696,2934703759
223,24117248,13934696476,2932448685
224,24117248,13952786196,2933669927
230,25165824,14508562496,2969736590
231,25165824,14535619408,2971424602
232,25165824,14516975352,2970262172
233,25165824,14541589940,2971795480
234,25165824,14567548796,2973407814
240,26214400,15127036828,3006833890
241,26214400,15111313390,3005927721
242,26214400,15150015510,3008154828
243,26214400,15129109368,3006953067
244,26214400,15102060926,3005393246
250,27262976,15680622746,3037982361
251,27262976,15697255276,3038875557
252,27262976,15660997236,3036928166
253,27262976,15625112968,3034993882
254,27262976,15636382198,3035602408
260,28311552,16167177134,3063314796
261,28311552,16199529044,3064947352
262,28311552,16188380338,3064385222
263,28311552,16184049856,3064166894
264,28311552,16200199586,3064980523
270,29360128,16734643642,3091042486
271,29360128,16812583360,3094707633
272,29360128,16758170616,3092151943
273,29360128,16744766008,3091519815
274,29360128,16756217920,3092060551
280,30408704,17296456286,3116740448
281,30408704,17386512190,3120708561
282,30408704,17325094074,3118006406
283,30408704,17301384532,3116958939
284,30408704,17310285370,3117352489
290,31457280,17825842212,3139504647
291,31457280,17789646906,3137990211
292,31457280,17831998726,3139761623
293,31457280,17810368346,3138857801
294,31457280,17869105840,3141306417
300,32505856,18406234072,3162988236
301,32505856,18420922520,3163564240
302,32505856,18416227532,3163380109
303,32505856,18416165820,3163377696
304,32505856,18405382576,3162954845
310,33554432,18904553724,2942698734
311,33554432,18928436674,2943882003
312,33554432,18927706576,2943846001
313,33554432,18969565156,2945913874
314,33554432,18985046070,2946676037
320,34603008,19510840822,2971865584
321,34603008,19506085894,2971643525
322,34603008,19500786272,2971395798
323,34603008,19497735842,2971252977
324,34603008,19492438624,2971005982
330,35651584,20056618080,2996640914
331,35651584,20078797784,2997619556
332,35651584,20047970650,2996258138
333,35651584,20039678428,2995891781
334,35651584,20047602134,2996241991
340,36700160,20595758512,3019849396
341,36700160,20615439630,3020676032
