1048576|1699190684,1699192294,1699253260,1699254914,1699250794
2097152|2244482736,2244548266,2244424558,2244485276,2244726020
3145728|2789717060,2789958674,2789897870,2789898052,2789898892
4194304|3335070466,3335497008,3335317634,3335498178,3335923652
5242880|3880609046,3880790176,3880609844,3880728890,3880180466
6291456|4426147922,4426209926,4425721510,4425474900,4425722390
7340032|4970952436,4970766412,4971317304,4971197468,4971133938
8388608|5516734578,5516490174,5516304814,5516304994,5515878952
9437184|6062149386,6062147804,6061420432,6062207322,6061414546
10485760|6613902588,6613781626,6613963022,6613478350,6613475568
11534336|7159321532,7159197578,7158829836,7159195876,7159013210
12582912|7704670176,7704852570,7704548778,7704670896,7704670314
13631488|8250331754,8250577794,8249599922,8249170922,8249236730
14680064|8795141508,8795380120,8794709784,8795014660,8794829826
15728640|9340552904,9340979378,9340733298,9341039334,9341588460
16777216|9886821464,9886213108,9886333322,9887000606,9886087532
17825792|10431687342,10430169418,10431138436,10431690862,10430958852
18874368|10976859122,10975885042,10976797578,10975643390,10976739982
19922944|11521178856,11520875708,11522763070,11520448516,11522096550
20971520|12068541302,12065866184,12067752624,12067385778,12065928040
22020096|12612743390,12612559914,12612680732,12612923584,12611402420
23068672|13158951740,13158709356,13158523090,13157851084,13157731108
24117248|13703879200,13703147214,13704181994,13702538850,13703512224
25165824|14250454770,14248440376,14248990224,14249780580,14248559888
26214400|14794468242,14794340456,14793125098,14793431486,14795198852
27262976|15339517564,15337383316,15339028144,15338539806,15339027346
28311552|15885480894,15884565784,15883712934,15885236766,15884927950
29360128|16430711508,16429556060,16429372558,16430590738,16429067516
30408704|16974784628,16975515744,16974965838,16975334160,16974422860
31457280|17520934080,17519776822,17521603976,17521052896,17520625934
32505856|18065558328,18064035278,18064278668,18063973286,18065066524
33554432|18611032276,18610300678,18610488026,18611706130,18610603578
34603008|19157303966,19156142150,19155654372,19156813700,19155718616
35651584|19701683200,19702105100,19700280652,19699978214,19701256930
36700160|20246363382,20244413458,20245147366,20246669204,20244719306
37748736|20793061202,20793245868,20793426022,20793124634,20794158178
38797312|21337622652,21339082996,21339267346,21338412898,21338050398
39845888|21886088440,21880785162,21883588146,21883587738,21884073128
40894464|22427726368,22427968684,22428943412,22428394714,22428208684
