workload_counter,input_len,workload_cycles
5,1048576,3065726
6,1048576,3065706
7,1048576,3066842
8,1048576,3065054
9,1048576,3068868
15,2097152,6128266
16,2097152,6126696
17,2097152,6129508
18,2097152,6129018
19,2097152,6130130
25,3145728,9193266
26,3145728,9198612
27,3145728,9193872
28,3145728,9188818
29,3145728,9193324
35,4194304,12255286
36,4194304,12259526
37,4194304,12255396
38,4194304,12346680
39,4194304,12259114
45,5242880,15324044
46,5242880,15319336
47,5242880,15323950
48,5242880,15323412
49,5242880,15321090
55,6291456,18386488
56,6291456,18387956
57,6291456,18384726
58,6291456,18380492
59,6291456,18378346
65,7340032,21445862
66,7340032,21447400
67,7340032,21453302
68,7340032,21444888
69,7340032,21445428
75,8388608,24504868
76,8388608,24504448
77,8388608,24506020
78,8388608,24513316
79,8388608,24514688
85,9437184,27570842
86,9437184,27576246
87,9437184,27573214
88,9437184,27566274
89,9437184,27574838
95,10485760,30639432
96,10485760,30631860
97,10485760,30636240
98,10485760,30636130
99,10485760,30639446
105,11534336,33702148
106,11534336,33699336
107,11534336,33705430
108,11534336,33705582
109,11534336,33702112
115,12582912,36760696
116,12582912,36761724
117,12582912,36751686
118,12582912,36762278
119,12582912,36760124
125,13631488,39836328
126,13631488,39828776
127,13631488,39832156
128,13631488,39822102
129,13631488,39825522
135,14680064,42893238
136,14680064,42887270
137,14680064,42890472
138,14680064,42894738
139,14680064,42890072
145,15728640,45961034
146,15728640,45954064
147,15728640,45953442
148,15728640,45950946
149,15728640,45951992
155,16777216,49016488
156,16777216,49014880
157,16777216,49017892
158,16777216,49016618
159,16777216,49018670
165,17825792,52080348
166,17825792,52076642
167,17825792,52079082
168,17825792,52074542
169,17825792,52080332
175,18874368,55144796
176,18874368,55141724
177,18874368,55139606
178,18874368,55144330
179,18874368,55137446
185,19922944,58208688
186,19922944,58202908
187,19922944,58205950
188,19922944,58208050
189,19922944,58205468
195,20971520,61267528
196,20971520,61270220
197,20971520,61273486
198,20971520,61273728
199,20971520,61273006
205,22020096,64337848
206,22020096,64336464
207,22020096,64332056
208,22020096,64331834
209,22020096,64335160
215,23068672,67397840
216,23068672,67455414
217,23068672,67398216
218,23068672,67398632
219,23068672,67393976
225,24117248,70459014
226,24117248,70461644
227,24117248,70452586
228,24117248,70458504
229,24117248,70459874
235,25165824,73572052
236,25165824,73521172
237,25165824,73521816
238,25165824,73520826
239,25165824,73518680
245,26214400,76593312
246,26214400,76595042
247,26214400,76586764
248,26214400,76584894
249,26214400,76584450
255,27262976,79646388
256,27262976,79648318
257,27262976,79652550
258,27262976,79651030
259,27262976,79644908
265,28311552,82715248
266,28311552,82714482
267,28311552,82708880
268,28311552,82717834
269,28311552,82718984
275,29360128,85768942
276,29360128,85774840
277,29360128,85783290
278,29360128,85767190
279,29360128,85778296
285,30408704,88837480
286,30408704,88843734
287,30408704,88850208
288,30408704,88828500
289,30408704,88844346
295,31457280,91908406
296,31457280,91897226
297,31457280,91896730
298,31457280,91915584
299,31457280,91899022
305,32505856,94971874
306,32505856,94971530
307,32505856,94966764
308,32505856,94962984
309,32505856,94959716
315,33554432,98026564
316,33554432,98017652
317,33554432,98023544
318,33554432,98033830
319,33554432,98031758
325,34603008,101088646
326,34603008,101092134
327,34603008,101086110
328,34603008,101095734
329,34603008,101092852
335,35651584,104162314
336,35651584,104150530
337,35651584,104139950
338,35651584,104158698
339,35651584,104161424
345,36700160,107208118
346,36700160,107212392
347,36700160,107219532
348,36700160,107219882
349,36700160,107219162
355,37748736,110276658
356,37748736,110281300
357,37748736,110289208
358,37748736,110280720
359,37748736,110282078
365,38797312,113340920
366,38797312,113351398
367,38797312,113343994
368,38797312,113333788
369,38797312,113353232
375,39845888,116412752
376,39845888,116410784
377,39845888,116410238
378,39845888,116409976
379,39845888,116408008
385,40894464,119477108
386,40894464,119489696
387,40894464,119469606
388,40894464,119475190
389,40894464,119468738
