workload_counter,input_len,max_freq,aperf,mperf
0,1048576,3700000000,1099226004,1042856007
1,1048576,3700000000,3225744,3060610
2,1048576,3700000000,3227760,3062648
3,1048576,3700000000,3243222,3077222
4,1048576,3700000000,3237183,3071453
10,2097152,3700000000,6464732,6133546
11,2097152,3700000000,6470207,6138843
12,2097152,3700000000,6460559,6129507
13,2097152,3700000000,6464615,6133506
14,2097152,3700000000,6478595,6146633
20,3145728,3700000000,9703450,9206258
21,3145728,3700000000,9689957,9193491
22,3145728,3700000000,10030243,9516409
23,3145728,3700000000,9689705,9193237
24,3145728,3700000000,9716143,9218165
30,4194304,3700000000,12922398,12259997
31,4194304,3700000000,12916880,12254932
32,4194304,3700000000,12916970,12254844
33,4194304,3700000000,12934039,12271248
34,4194304,3700000000,12939492,12276222
40,5242880,3700000000,16173263,15344157
41,5242880,3700000000,16595378,15744799
42,5242880,3700000000,16353293,15515347
43,5242880,3700000000,16152341,15324282
44,5242880,3700000000,16171273,15342459
50,6291456,3700000000,19393640,18399532
51,6291456,3700000000,19379387,18385862
52,6291456,3700000000,19402701,18408035
53,6291456,3700000000,19441292,18444566
54,6291456,3700000000,19431700,18435717
60,7340032,3700000000,22598605,21440020
61,7340032,3700000000,22615733,21456276
62,7340032,3700000000,22601158,21442464
63,7340032,3700000000,22687843,21524688
64,7340032,3700000000,22611163,21452096
70,8388608,3700000000,25862343,24536352
71,8388608,3700000000,26074605,24737765
72,8388608,3700000000,26292774,24944868
73,8388608,3700000000,25839917,24515061
74,8388608,3700000000,25847092,24521900
80,9437184,3700000000,29097140,27605259
81,9437184,3700000000,29069985,27579498
82,9437184,3700000000,29160086,27665015
83,9437184,3700000000,29087146,27595781
84,9437184,3700000000,29081440,27590384
90,10485760,3700000000,32305832,30649534
91,10485760,3700000000,32306241,30649788
92,10485760,3700000000,32301107,30644941
93,10485760,3700000000,32315237,30658403
94,10485760,3700000000,32288706,30633287
100,11534336,3700000000,35523589,33702325
101,11534336,3700000000,35582849,33758365
102,11534336,3700000000,35579191,33755033
103,11534336,3700000000,35535114,33713138
104,11534336,3700000000,35528863,33707151
110,12582912,3700000000,38925395,36929546
111,12582912,3700000000,38761976,36774680
112,12582912,3700000000,38768189,36780513
113,12582912,3700000000,38770001,36782114
114,12582912,3700000000,38779311,36790903
120,13631488,3700000000,42077624,39920333
121,13631488,3700000000,41980916,39828470
