workload_counter,input_len,workload_cycles
0,1048576,3432730
1,1048576,3303442
2,1048576,3250820
3,1048576,3297738
4,1048576,3265356
10,2097152,6898938
11,2097152,6614534
12,2097152,6338268
13,2097152,6531574
14,2097152,6503004
20,3145728,10207364
21,3145728,9961372
22,3145728,9981854
23,3145728,10111770
24,3145728,9580518
30,4194304,12550096
31,4194304,13063560
32,4194304,13181512
33,4194304,13052458
34,4194304,13009596
40,5242880,16264052
41,5242880,16131622
42,5242880,16293808
43,5242880,16236162
44,5242880,16395862
50,6291456,18638728
51,6291456,19534544
52,6291456,18788024
53,6291456,19472074
54,6291456,18826342
60,7340032,22900098
61,7340032,23014200
62,7340032,22871854
63,7340032,23069170
64,7340032,22725256
70,8388608,25091682
71,8388608,26127238
72,8388608,25995792
73,8388608,26214382
74,8388608,25243440
80,9437184,29387444
81,9437184,29344804
82,9437184,29449386
83,9437184,29892982
84,9437184,29298710
90,10485760,30974754
91,10485760,30772624
92,10485760,30653438
93,10485760,30656034
94,10485760,30942632
100,11534336,34954054
101,11534336,34485382
102,11534336,35767798
103,11534336,34535608
104,11534336,35434402
110,12582912,39221232
111,12582912,39047390
112,12582912,38932310
113,12582912,39033040
114,12582912,38971020
120,13631488,42223598
121,13631488,42292210
122,13631488,42480820
123,13631488,42226672
124,13631488,42197384
130,14680064,44062000
131,14680064,44602524
132,14680064,45515554
133,14680064,45736314
134,14680064,45513946
140,15728640,48757412
141,15728640,48717088
142,15728640,48739938
143,15728640,48718302
144,15728640,48732744
150,16777216,51711246
151,16777216,52556784
152,16777216,52135120
153,16777216,51976440
154,16777216,52371736
160,17825792,55135812
161,17825792,55478326
162,17825792,55028956
163,17825792,55203036
164,17825792,55039256
170,18874368,58543380
171,18874368,58544062
172,18874368,58555908
173,18874368,59000952
174,18874368,58404720
180,19922944,62194750
181,19922944,61825822
182,19922944,61795158
183,19922944,61708302
184,19922944,61865726
190,20971520,62731084
191,20971520,65450754
192,20971520,62469718
193,20971520,64073550
194,20971520,63723084
200,22020096,65043424
201,22020096,64694992
202,22020096,65836440
203,22020096,68501424
204,22020096,68205704
210,23068672,70893182
211,23068672,71577046
212,23068672,71340310
213,23068672,71703602
214,23068672,72287224
220,24117248,75013162
221,24117248,75176032
222,24117248,74799790
223,24117248,74908874
224,24117248,74751046
230,25165824,78086944
231,25165824,77785042
232,25165824,78144430
233,25165824,78130766
234,25165824,78372846
240,26214400,81545882
241,26214400,81445122
242,26214400,81576894
243,26214400,80450964
244,26214400,81381848
250,27262976,84753726
251,27262976,84309174
252,27262976,84455880
253,27262976,84793390
254,27262976,84339666
260,28311552,85782008
261,28311552,86179724
262,28311552,87837674
263,28311552,86347046
264,28311552,86739218
270,29360128,91371852
271,29360128,89687426
272,29360128,91351152
273,29360128,90700504
274,29360128,90929818
280,30408704,94722512
281,30408704,94569144
282,30408704,94182552
283,30408704,94574710
284,30408704,94702988
290,31457280,92051236
291,31457280,95683272
292,31457280,97593874
293,31457280,97511030
294,31457280,97722786
300,32505856,97900462
301,32505856,98074924
302,32505856,98385782
303,32505856,100690726
304,32505856,100361764
310,33554432,104390738
311,33554432,104145906
312,33554432,103961300
313,33554432,103788392
314,33554432,104387432
320,34603008,107475016
321,34603008,106948724
322,34603008,107336468
323,34603008,107129948
324,34603008,107865014
330,35651584,108841708
331,35651584,110974606
332,35651584,106732988
333,35651584,110439132
334,35651584,106555672
340,36700160,113311610
341,36700160,114099166
342,36700160,113704342
343,36700160,113760558
344,36700160,114044812
350,37748736,116869976
351,37748736,116308232
352,37748736,116968446
353,37748736,116844822
354,37748736,117815114
360,38797312,120470992
361,38797312,120414674
362,38797312,120179136
363,38797312,120132930
364,38797312,120423122
370,39845888,123749908
371,39845888,118758496
372,39845888,116928132
373,39845888,116453138
374,39845888,122823316
380,40894464,126343916
381,40894464,126650744
382,40894464,126792152
383,40894464,126795224
384,40894464,126188714
