workload_counter,input_len,workload_cycles
5,1048576,3066556
6,1048576,3066858
7,1048576,3066902
8,1048576,3066242
9,1048576,3069678
15,2097152,6179976
16,2097152,6131370
17,2097152,6130214
18,2097152,6128172
19,2097152,6129724
25,3145728,9195612
26,3145728,9199456
27,3145728,9192410
28,3145728,9195868
29,3145728,9196962
35,4194304,12261294
36,4194304,12261402
37,4194304,12260254
38,4194304,12260916
39,4194304,12263312
45,5242880,15325912
46,5242880,15329528
47,5242880,15327698
48,5242880,15324588
49,5242880,15320298
55,6291456,18379232
56,6291456,18376772
57,6291456,18381254
58,6291456,18383186
59,6291456,18380752
65,7340032,21447810
66,7340032,21445746
67,7340032,21443262
68,7340032,21444748
69,7340032,21444344
75,8388608,24506136
76,8388608,24509088
77,8388608,24509140
78,8388608,24506024
79,8388608,24509904
85,9437184,27570704
86,9437184,27571444
87,9437184,27569138
88,9437184,27564064
89,9437184,27570274
95,10485760,30637652
96,10485760,30637148
97,10485760,30627562
98,10485760,30630506
99,10485760,30634344
105,11534336,33691810
106,11534336,33687024
107,11534336,33689920
108,11534336,33695104
109,11534336,33691590
115,12582912,36754634
116,12582912,36754246
117,12582912,36756618
118,12582912,36755294
119,12582912,36760206
125,13631488,39820662
126,13631488,39824894
127,13631488,39818142
128,13631488,39823938
129,13631488,39822498
135,14680064,42882790
136,14680064,42879988
137,14680064,42881604
138,14680064,42882140
139,14680064,42890774
145,15728640,45945290
146,15728640,45949122
147,15728640,45940540
148,15728640,45950056
149,15728640,45942962
155,16777216,49003520
156,16777216,49005604
157,16777216,49001444
158,16777216,49003694
159,16777216,49001598
165,17825792,52065790
166,17825792,52068270
167,17825792,52072324
168,17825792,52082762
169,17825792,52070012
175,18874368,55147200
176,18874368,55136844
177,18874368,55135990
178,18874368,55135018
179,18874368,55136310
185,19922944,58203388
186,19922944,58202522
187,19922944,58194192
188,19922944,58199888
189,19922944,58190598
195,20971520,61262492
196,20971520,61256670
197,20971520,61256274
198,20971520,61260232
199,20971520,61264050
205,22020096,64317094
206,22020096,64331046
207,22020096,64326566
208,22020096,64329102
209,22020096,64330942
215,23068672,67382300
216,23068672,67387470
217,23068672,67400266
218,23068672,67386144
219,23068672,67379730
225,24117248,70448772
226,24117248,70442792
227,24117248,70447304
228,24117248,70450042
229,24117248,70445256
235,25165824,73506352
236,25165824,73515110
237,25165824,73517350
238,25165824,73505724
239,25165824,73509396
245,26214400,76569140
246,26214400,76643942
247,26214400,76573806
248,26214400,76571654
249,26214400,76575384
255,27262976,79632108
256,27262976,79644194
257,27262976,79628396
258,27262976,79632088
259,27262976,79638178
265,28311552,82691572
266,28311552,82689862
267,28311552,82698068
268,28311552,82697970
269,28311552,82698380
275,29360128,85765726
276,29360128,85759162
277,29360128,85749422
278,29360128,85766832
279,29360128,85760602
285,30408704,88823680
286,30408704,88828192
287,30408704,88812908
288,30408704,88822464
289,30408704,88826740
295,31457280,91880898
296,31457280,91879254
297,31457280,91900310
298,31457280,91895686
299,31457280,91880468
305,32505856,94948200
306,32505856,94948804
307,32505856,94949606
308,32505856,94933948
309,32505856,94943232
315,33554432,98018628
316,33554432,98004250
317,33554432,98014228
318,33554432,98010858
319,33554432,98009672
325,34603008,101076878
326,34603008,101066190
327,34603008,101073780
328,34603008,101077308
329,34603008,101074020
335,35651584,104125854
336,35651584,104144882
337,35651584,104135278
338,35651584,104131730
339,35651584,104148384
345,36700160,107196168
346,36700160,107192296
347,36700160,107204242
348,36700160,107186788
349,36700160,107197604
355,37748736,110266054
356,37748736,110257876
357,37748736,110260488
358,37748736,110252366
359,37748736,110262756
365,38797312,113316496
366,38797312,113331736
367,38797312,113320104
368,38797312,113329364
369,38797312,113323440
375,39845888,116384054
376,39845888,116384252
377,39845888,116375636
378,39845888,116385686
379,39845888,116387856
385,40894464,119446524
386,40894464,119456272
387,40894464,119450532
388,40894464,119455184
389,40894464,119463036
