workload_counter,input_len,workload_cycles
0,1048576,3063114
1,1048576,3064648
2,1048576,3065736
3,1048576,3069434
4,1048576,3072980
10,2097152,6130188
11,2097152,6154224
12,2097152,6126162
13,2097152,6128830
14,2097152,6187556
20,3145728,9198060
21,3145728,9187366
22,3145728,9187396
23,3145728,9363924
24,3145728,9192490
30,4194304,12280450
31,4194304,12262576
32,4194304,12478490
33,4194304,12253492
34,4194304,12250264
40,5242880,15320980
41,5242880,15325206
42,5242880,15329740
43,5242880,15683512
44,5242880,15318726
50,6291456,18397734
51,6291456,18424656
52,6291456,18381734
53,6291456,18663694
54,6291456,18388818
60,7340032,21445340
61,7340032,21455538
62,7340032,21450908
63,7340032,21625804
64,7340032,21443714
70,8388608,24715870
71,8388608,24542256
72,8388608,25073262
73,8388608,24515656
74,8388608,24835164
80,9437184,27582560
81,9437184,27567538
82,9437184,27696070
83,9437184,27579228
84,9437184,27569398
90,10485760,30632764
91,10485760,30635724
92,10485760,30634756
93,10485760,30807906
94,10485760,30630972
100,11534336,34470006
101,11534336,33704546
102,11534336,33730102
103,11534336,33970528
104,11534336,33810220
110,12582912,36761738
111,12582912,37365972
112,12582912,36765282
113,12582912,36759474
114,12582912,36769224
120,13631488,39826002
121,13631488,39829894
122,13631488,40479856
123,13631488,39814380
124,13631488,39823900
130,14680064,43013808
131,14680064,42885396
132,14680064,42886238
133,14680064,43677456
134,14680064,42885698
140,15728640,45957652
141,15728640,46051854
142,15728640,45943006
143,15728640,45945248
144,15728640,46787830
150,16777216,49026898
151,16777216,49012360
152,16777216,49142280
153,16777216,49032440
154,16777216,49049550
160,17825792,52076910
161,17825792,52081058
162,17825792,53283834
163,17825792,52090016
164,17825792,52132006
170,18874368,55383556
171,18874368,55177564
172,18874368,55123868
173,18874368,56342078
174,18874368,55147040
180,19922944,58972752
181,19922944,58224144
182,19922944,58234998
183,19922944,58241372
184,19922944,58247878
190,20971520,61650956
191,20971520,61328152
192,20971520,61277210
193,20971520,61269874
194,20971520,61276952
200,22020096,64372096
201,22020096,64524018
202,22020096,64338866
203,22020096,65304178
204,22020096,64344996
210,23068672,67395008
211,23068672,67626382
212,23068672,67398400
213,23068672,68120462
214,23068672,67397050
220,24117248,71151934
221,24117248,70527102
222,24117248,70550858
223,24117248,72898876
224,24117248,70446972
230,25165824,75293648
231,25165824,73515468
232,25165824,73569920
233,25165824,73797276
234,25165824,73526690
240,26214400,76600726
241,26214400,76611540
242,26214400,77882456
243,26214400,76591246
244,26214400,76594726
250,27262976,79654334
251,27262976,79629082
252,27262976,80665772
253,27262976,79634964
254,27262976,79687358
260,28311552,82716074
261,28311552,82749156
262,28311552,82712396
263,28311552,82710360
264,28311552,83365246
270,29360128,85822586
271,29360128,85783404
272,29360128,85778174
273,29360128,87172806
274,29360128,85776694
280,30408704,90863734
281,30408704,88841330
282,30408704,88829422
283,30408704,89033136
284,30408704,89294554
290,31457280,91888034
291,31457280,91935084
292,31457280,93548794
293,31457280,92369784
294,31457280,91906390
300,32505856,94957334
301,32505856,96185590
302,32505856,94952522
303,32505856,94961238
304,32505856,97104716
310,33554432,98029470
311,33554432,98418016
312,33554432,98036280
313,33554432,98015684
314,33554432,98488316
320,34603008,101136836
321,34603008,101095730
322,34603008,101107198
323,34603008,103085506
324,34603008,101119162
330,35651584,105542068
331,35651584,104669550
332,35651584,104153486
333,35651584,105446242
334,35651584,104221174
340,36700160,107283592
341,36700160,107334720
342,36700160,107211194
343,36700160,109124124
344,36700160,107213242
350,37748736,110934098
351,37748736,110296798
352,37748736,111420146
353,37748736,110292316
354,37748736,110690122
360,38797312,113361958
361,38797312,115835892
362,38797312,113334502
363,38797312,113422500
364,38797312,115903608
370,39845888,117649342
371,39845888,116395076
372,39845888,116398298
373,39845888,119094382
374,39845888,116404188
380,40894464,119857810
381,40894464,119464972
382,40894464,122270240
383,40894464,119460582
384,40894464,119531886
