MGHOUT:index,input_size(B),workload_output_duration(ms)
MGHOUT:0,20971520,148.308685
MGHOUT:1,20971520,151.179161
MGHOUT:2,20971520,152.669624
MGHOUT:3,20971520,150.289347
MGHOUT:4,20971520,149.010942
MGHOUT:5,20971520,151.044137
MGHOUT:6,20971520,149.745656
MGHOUT:7,20971520,148.327516
MGHOUT:8,20971520,150.46287
MGHOUT:9,20971520,151.533332
