workload_counter,input_len,workload_cycles
0,20971520,558091216
1,20971520,558420908
2,20971520,557334986
3,20971520,561588418
4,20971520,558302962
5,20971520,563984264
6,20971520,557836220
7,20971520,557083244
8,20971520,556970834
9,20971520,556794912
