1048576|2925688613,3900000190,3900002497,3900000461,3900004669
2097152|3900000265,3899997574,3899999456,3899999750,3899999466
3145728|3900000096,3899999924,3899999878,3900000331,3900000200
4194304|3900000279,3900000191,3899999120,3899999555,3899999854
5242880|3899999889,3900000288,3899999775,3900000104,3899999781
6291456|3899999914,3899999816,3899999844,3899999755,3899999788
7340032|3899999780,3899999425,3899999464,3899999873,3899999763
8388608|2928957480,3900001103,3899999505,3899999821,3899999443
9437184|3900000117,3899999422,3899999863,3899999763,3900000763
10485760|3899999768,3900000030,3899997587,3900000537,3900000011
11534336|3899999809,3899999934,3900000238,3899999712,3900000296
12582912|3899999960,3899999398,3899999771,3899999854,3899999870
13631488|3900000065,3899999913,3899999539,3899999514,3899999713
14680064|3900000580,2929967438,3899999845,2946568562,2925125662
15728640|2984701739,2985788027,2995359170,2985346255,2992592062
16777216|3046483894,3041570933,3032859321,3028518259,3040971040
17825792|3080219598,3081077507,3079655643,3080190219,3085366381
18874368|3110830915,3116246589,3119178086,3116552243,3118996897
19922944|3148046735,3147677941,3158339449,3160798143,3157660066
20971520|3184924536,3192921574,3192230274,3193418060,3200936774
22020096|3225636456,3219323326,3225990964,3225845192,3219533056
23068672|3255471018,3252443061,3253424723,3256125901,3256967577
24117248|3277109402,3277432278,3279387841,3276944162,3285265634
25165824|3297884637,3298789250,3308008936,3301496302,3302284048
26214400|3322278121,3323425902,3324760111,3323926204,3325692666
27262976|3344020360,3344038537,3345241896,3345616702,3343850195
28311552|3365159892,3365097651,3364916596,3366367571,3366699652
29360128|3384073798,3384690462,3385278510,3383365628,3378472963
30408704|3400958628,3400568086,3397291507,3400694424,3399498318
31457280|3410029838,2933586347,2940748057,2932169915,2938497860
32505856|2969977775,2965083609,2962058574,2963158339,2954028310
33554432|2984448121,2984431440,2993253863,2993669853,2984668340
34603008|3020459139,3019282071,3019758845,3024153521,3020701520
35651584|3046685228,3048602121,3047825049,3045653612,3045045707
36700160|3067689276,3072184524,3067963129,3059300539,3063660640
37748736|3084337331,3082568303,3082365742,3085029510,3086105947
38797312|3105070280,3106720174,3104178468,3100170277,3106180740
39845888|3132961677,3123573429,3121634276,3126566323,3122457862
40894464|3136867985,3153490943,3147042822,3142560744,3142650567
