1048576|547237232,547093814,547154742,547354692,547881908
2097152|821250662,821173790,821063848,821035168,821171356
3145728|1095249006,1095365898,1095877366,1095427070,1095438384
4194304|1369579190,1370609688,1369791204,1369571680,1370995484
5242880|1644468080,1644941834,1643634810,1644247012,1643755410
6291456|1917171252,1917777128,1917311828,1917307270,1917597752
7340032|2191399430,2191377440,2191846056,2191860382,2192204370
8388608|2465263778,2465647820,2465913990,2467326648,2466157406
9437184|2740720490,2740681916,2740705940,2741023884,2740030422
10485760|3020531378,3021331432,3021592634,3020377094,3020650374
11534336|3294912548,3293809466,3294201178,3294026482,3295677006
12582912|3570326520,3570609374,3569293260,3570093002,3569217838
13631488|3844290222,3844112266,3842355790,3844151144,3842405146
14680064|4118129190,4117828798,4117873504,4118010926,4119120384
15728640|4391405418,4392018094,4392244484,4392090916,4393098550
16777216|4666334788,4665309730,4666173938,4665495224,4665843472
17825792|4939072468,4938612766,4939130038,4939409444,4940131784
18874368|5213239852,5213069724,5212212738,5213747572,5211757652
19922944|5486801180,5486164640,5487459534,5489607368,5486428462
20971520|5765517350,5762381566,5761368920,5763366702,5762453802
22020096|6037273358,6035143958,6034506380,6035457042,6037797062
23068672|6312690508,6310958596,6311450120,6311268474,6312482662
24117248|6586213918,6583830726,6583465576,6583330188,6583486156
25165824|6860401918,6859288628,6858199646,6858486922,6857323794
26214400|7134687410,7134579952,7132070196,7135105342,7133678840
27262976|7406184400,7405439526,7403269756,7407840454,7408774336
28311552|7681806400,7683551742,7681559788,7682864478,7682923692
29360128|7957855720,7954473800,7957176580,7955520896,7957260012
30408704|8231647970,8229686916,8228017374,8231234674,8229177592
31457280|8506542354,8505131996,8506658122,8504766064,8502834284
32505856|8779360570,8775675192,8777425174,8779155096,8777467786
33554432|9051178992,9051445580,9051439250,9054058820,9053645256
34603008|9329847090,9327852650,9329671626,9326724562,9328911540
35651584|9603728128,9602722806,9601829236,9603553414,9604999494
36700160|9873943942,9877115368,9875544372,9876154374,9875300924
37748736|10144537812,10147133480,10148291624,10150548706,10152739704
38797312|10425437950,10425232244,10424389040,10425562082,10427098556
39845888|10698360262,10699947534,10699166988,10698483054,10699378284
40894464|10976104010,10970600340,10972899020,10972568984,10971597818
