1048576|561080090,564995172,591908856,579089562,577450338
2097152|866546260,871122500,871597562,865873436,867737944
3145728|1173629328,1168643590,1155881944,1156483428,1166126946
4194304|1457496496,1453895304,1454423818,1465086520,1466265480
5242880|1748048764,1755664688,1755290956,1751480244,1744872922
6291456|2050832634,2072186844,2113494758,2033532106,2028043422
7340032|2316957218,2315461134,2336118380,2329410724,2322649356
8388608|2619337630,2661860802,2641497856,2632282550,2601522518
9437184|2919409520,2923126878,2931433132,2947066178,2922137310
10485760|3207940794,3182074472,3216722786,3181577940,3186282418
11534336|3491886454,3477627152,3481073274,3469359480,3461571486
12582912|3787380418,3799985352,3817214192,3805863984,3812857264
13631488|4115835266,4083579144,4095607106,4083469772,4113611478
14680064|4349433776,4377909212,4344709826,4460789370,4354267220
15728640|4662561354,4668554884,4721993440,4666109836,4706420318
16777216|5027726208,4996764258,4942722630,4916194326,4993009052
17825792|5250355288,5256250466,5246480008,5250152170,5285941452
18874368|5468836806,5509266782,5531382742,5511565812,5530011316
19922944|5758414436,5755399184,5843626132,5864339374,5837941662
20971520|6075098376,6148122306,6141750182,6152715342,6223001818
22020096|6464927676,6401432756,6468531012,6467045408,6403512710
23068672|6781901464,6748372762,6759199392,6789159126,6798547564
24117248|7030746192,7034588450,7057949168,7028774332,7129097468
25165824|7286518196,7298035208,7417683420,7332792950,7342976210
26214400|7610316096,7626223072,7644798680,7633181402,7657827762
27262976|7916048494,7916319222,7934330644,7939961022,7913503288
28311552|8244300130,8243297986,8240371704,8263833494,8269227324
29360128|8560803386,8571511322,8581743482,8548536556,8464685018
30408704|8863603010,8856383314,8796124838,8858713564,8836622368
31457280|9034909546,9166814754,9238158326,9152828888,9215624312
32505856|9540728752,9488751380,9456891358,9468450154,9373311986
33554432|9697674656,9697484466,9795628394,9800295920,9700097050
34603008|10110649154,10096617310,10102295874,10154929384,10113542042
35651584|10433353060,10457719188,10447827078,10420280628,10412604810
36700160|10706448138,10766705714,10710110198,10595748328,10653019394
37748736|10932893008,10908426962,10905625390,10942545374,10957521966
38797312|11228203936,11252380630,11215197946,11157049716,11244463070
39845888|11650647498,11505069326,11475435352,11551088312,11488000972
40894464|11712273902,11981742534,11875806258,11803219198,11804666246
