workload_counter,input_len,max_freq,aperf,mperf
0,1048576,3700000000,1099225775,1042856233
1,1048576,3700000000,9519511,9031842
2,1048576,3700000000,9459395,8974605
3,1048576,3700000000,9435516,8952146
4,1048576,3700000000,9419199,8936862
10,2097152,3700000000,19219686,18234549
11,2097152,3700000000,19705480,18695221
12,2097152,3700000000,19666710,18659505
13,2097152,3700000000,19839890,18822990
14,2097152,3700000000,19668867,18660806
20,3145728,3700000000,49468853,46932440
21,3145728,3700000000,55437281,52594830
22,3145728,3700000000,60879104,57757423
23,3145728,3700000000,50779118,48175749
24,3145728,3700000000,54283254,51500070
30,4194304,3700000000,147631831,140061555
31,4194304,3700000000,150960257,143219228
32,4194304,3700000000,150133041,142434469
33,4194304,3700000000,151209759,143455687
34,4194304,3700000000,148410335,140799824
40,5242880,3700000000,207237175,196610228
41,5242880,3700000000,206998696,196383858
42,5242880,3700000000,206622727,196027145
43,5242880,3700000000,208801451,198094375
44,5242880,3700000000,208844135,198134888
50,6291456,3700000000,248328511,235594211
51,6291456,3700000000,265198958,251599713
52,6291456,3700000000,264711626,251137358
53,6291456,3700000000,252590985,239638196
54,6291456,3700000000,264255138,250704126
60,7340032,3700000000,315521042,299341079
61,7340032,3700000000,309116849,293265292
62,7340032,3700000000,315468625,299291424
63,7340032,3700000000,315361941,299190077
64,7340032,3700000000,315208356,299044097
70,8388608,3700000000,340139872,322697406
71,8388608,3700000000,342219238,324670073
72,8388608,3700000000,367588972,348738861
73,8388608,3700000000,367553544,348705216
74,8388608,3700000000,358737461,340341308
80,9437184,3700000000,403170710,382495915
81,9437184,3700000000,324559249,307915640
82,9437184,3700000000,368408434,349515963
83,9437184,3700000000,411845162,390725180
84,9437184,3700000000,420687092,399113938
90,10485760,3700000000,473883755,449582530
91,10485760,3700000000,469355919,445286975
92,10485760,3700000000,473977650,449671538
93,10485760,3700000000,473494252,449213016
94,10485760,3700000000,474023447,449714842
100,11534336,3700000000,526906938,499886591
101,11534336,3700000000,526185948,499202595
102,11534336,3700000000,526928444,499907000
103,11534336,3700000000,526871623,499853104
104,11534336,3700000000,527536344,500483753
110,12582912,3700000000,543599993,515723588
111,12582912,3700000000,539912704,512225336
112,12582912,3700000000,552176712,523860851
113,12582912,3700000000,539983007,512292223
114,12582912,3700000000,574422970,544966811
120,13631488,3700000000,633522949,601035219
121,13631488,3700000000,630971222,598614199
122,13631488,3700000000,634647860,602102498
123,13631488,3700000000,635067145,602500095
124,13631488,3700000000,635018400,602453672
130,14680064,3700000000,688570351,653259508
131,14680064,3700000000,679717925,644861121
132,14680064,3700000000,688368234,653067851
133,14680064,3700000000,682549073,647547064
134,14680064,3700000000,688903481,653575636
140,15728640,3700000000,739566812,701641143
141,15728640,3700000000,742493628,704417532
142,15728640,3700000000,735019127,697326314
143,15728640,3700000000,742106271,704049990
144,15728640,3700000000,734058212,696414725
150,16777216,3700000000,796625083,755773085
151,16777216,3700000000,795059056,754287470
152,16777216,3700000000,787572855,747184956
153,16777216,3700000000,796425638,755583796
154,16777216,3700000000,781566092,741486283
160,17825792,3700000000,848620601,805102104
161,17825792,3700000000,845648839,802282740
162,17825792,3700000000,850459142,806846399
163,17825792,3700000000,841774463,798607067
164,17825792,3700000000,784863571,744614661
170,18874368,3700000000,614875246,583343637
171,18874368,3700000000,933028424,885181349
172,18874368,3700000000,903133590,856820529
173,18874368,3700000000,895781421,849844510
174,18874368,3700000000,896962747,850964967
180,19922944,3700000000,955218366,906233074
181,19922944,3700000000,958280165,909137889
182,19922944,3700000000,957873002,908751995
183,19922944,3700000000,955866738,906848464
184,19922944,3700000000,951855912,903043297
190,20971520,3700000000,1010851635,959013369
191,20971520,3700000000,1005744734,954168646
192,20971520,3700000000,1011491964,959621250
193,20971520,3700000000,1010649010,958821766
194,20971520,3700000000,1006446575,954834432
200,22020096,3700000000,1066846444,1012136903
201,22020096,3700000000,1065857981,1011199220
202,22020096,3700000000,1062961410,1008451041
203,22020096,3700000000,1056042608,1001887142
204,22020096,3700000000,1065853686,1011195001
210,23068672,3700000000,1114048686,1056918247
211,23068672,3700000000,1117347069,1060047759
212,23068672,3700000000,1114934944,1057759352
213,23068672,3700000000,1102656778,1046110596
214,23068672,3700000000,1113880706,1056759223
220,24117248,3700000000,1167569248,1107694553
221,24117248,3700000000,1171520312,1111442970
222,24117248,3700000000,1174271168,1114052626
223,24117248,3700000000,1167271064,1107411565
224,24117248,3700000000,1173107835,1112949069
230,25165824,3700000000,1225467340,1162623451
231,25165824,3700000000,1225868505,1163004448
232,25165824,3700000000,1225853992,1162990219
233,25165824,3700000000,1227369359,1164427616
234,25165824,3700000000,1226996604,1164074147
240,26214400,3700000000,1280657791,1214983652
241,26214400,3700000000,1279732231,1214105417
242,26214400,3700000000,981208469,930890575
243,26214400,3700000000,1236260225,1172862795
244,26214400,3700000000,1271622195,1206411474
250,27262976,3700000000,1332511677,1264178353
251,27262976,3700000000,1331666548,1263376399
252,27262976,3700000000,1328864236,1260717676
253,27262976,3700000000,1320685191,1252959404
254,27262976,3700000000,1316723592,1249199854
260,28311552,3700000000,1372381912,1302003919
261,28311552,3700000000,1384475992,1313477731
262,28311552,3700000000,1386692447,1315580593
263,28311552,3700000000,1386995379,1315867891
264,28311552,3700000000,1387235369,1316095730
270,29360128,3700000000,1319779662,1252099394
271,29360128,3700000000,1385744535,1314681336
272,29360128,3700000000,1340282995,1271551064
273,29360128,3700000000,1315364524,1247910505
274,29360128,3700000000,1413729632,1341230947
280,30408704,3700000000,1467651328,1392387854
281,30408704,3700000000,1392792988,1321368006
282,30408704,3700000000,1482385303,1406366741
283,30408704,3700000000,1483295381,1407229526
284,30408704,3700000000,1479710856,1403828782
290,31457280,3700000000,1544768995,1465550630
291,31457280,3700000000,1541548874,1462495542
292,31457280,3700000000,1536211331,1457432649
293,31457280,3700000000,1539382556,1460440520
294,31457280,3700000000,1527089660,1448777874
300,32505856,3700000000,1596741679,1514858071
301,32505856,3700000000,1596187552,1514332402
302,32505856,3700000000,1587687599,1506268019
303,32505856,3700000000,1590458971,1508897499
304,32505856,3700000000,1598385933,1516418070
310,33554432,3700000000,1649478916,1564890713
311,33554432,3700000000,1163979267,1104288502
312,33554432,3700000000,1680922441,1594721986
313,33554432,3700000000,1649107051,1564537742
314,33554432,3700000000,1637425961,1553456251
320,34603008,3700000000,1701826196,1614553360
321,34603008,3700000000,1701099541,1613864157
322,34603008,3700000000,1699693088,1612529675
323,34603008,3700000000,1704563482,1617150543
324,34603008,3700000000,1692106235,1605332103
330,35651584,3700000000,1750666254,1660889203
331,35651584,3700000000,1730745451,1641990262
332,35651584,3700000000,1744511445,1655049779
333,35651584,3700000000,1682224160,1595956532
334,35651584,3700000000,1734254045,1645318404
340,36700160,3700000000,1697189996,1610155250
341,36700160,3700000000,1655901722,1570984202
342,36700160,3700000000,1590701872,1509127958
343,36700160,3700000000,1691693592,1604940552
344,36700160,3700000000,1800759583,1708413429
350,37748736,3700000000,1657241285,1572254821
351,37748736,3700000000,1652615167,1567866407
352,37748736,3700000000,1814265555,1721226617
353,37748736,3700000000,1865929576,1770241598
354,37748736,3700000000,1856873758,1761649923
360,38797312,3700000000,1906136875,1808386807
361,38797312,3700000000,1904463555,1806799217
362,38797312,3700000000,1909920425,1811976426
363,38797312,3700000000,1900951946,1803467975
364,38797312,3700000000,1908549260,1810675427
370,39845888,3700000000,1958164599,1857746869
371,39845888,3700000000,1907595504,1809770413
372,39845888,3700000000,1423598232,1350593623
373,39845888,3700000000,1832382285,1738414645
374,39845888,3700000000,1965142667,1864366602
380,40894464,3700000000,2017196556,1913751293
381,40894464,3700000000,2017193586,1913748551
382,40894464,3700000000,2004578775,1901780386
383,40894464,3700000000,2016286518,1912887664
384,40894464,3700000000,2001694274,1899044113
