workload_counter,input_len,workload_cycles
0,1048576,3066296
1,1048576,3070612
2,1048576,3066548
3,1048576,3066088
4,1048576,3066798
10,2097152,6132418
11,2097152,6133474
12,2097152,6129372
13,2097152,6133392
14,2097152,6129932
20,3145728,9200128
21,3145728,9198978
22,3145728,9194474
23,3145728,9198452
24,3145728,9195346
30,4194304,12262156
31,4194304,12263502
32,4194304,12265046
33,4194304,12265162
34,4194304,12262090
40,5242880,15324350
41,5242880,15335046
42,5242880,15330472
43,5242880,15329114
44,5242880,15325316
50,6291456,18399720
51,6291456,18395514
52,6291456,18392256
53,6291456,18398704
54,6291456,18384658
60,7340032,21614492
61,7340032,21458632
62,7340032,21455802
63,7340032,21463712
64,7340032,21462222
70,8388608,24517508
71,8388608,24522360
72,8388608,24529344
73,8388608,24524936
74,8388608,24509718
80,9437184,27577516
81,9437184,27577492
82,9437184,27586826
83,9437184,27577688
84,9437184,27586110
90,10485760,30644866
91,10485760,30640374
92,10485760,30638256
93,10485760,30652302
94,10485760,30639914
100,11534336,33704074
101,11534336,33702796
102,11534336,33712604
103,11534336,33711142
104,11534336,33702780
110,12582912,36771398
111,12582912,36765398
112,12582912,36765482
113,12582912,36768698
114,12582912,36768768
120,13631488,39830624
121,13631488,39834258
122,13631488,39836402
123,13631488,39830806
124,13631488,39836134
130,14680064,43388360
131,14680064,42909036
132,14680064,42902530
133,14680064,43156128
134,14680064,42893728
140,15728640,45979684
141,15728640,46045288
142,15728640,45965598
143,15728640,45964858
144,15728640,45971634
150,16777216,49031436
151,16777216,49039646
152,16777216,49032738
153,16777216,49035170
154,16777216,49029194
160,17825792,52092448
161,17825792,52101622
162,17825792,52102170
163,17825792,52099286
164,17825792,52090226
170,18874368,55149248
171,18874368,55151596
172,18874368,55158532
173,18874368,55158430
174,18874368,55167918
180,19922944,58226932
181,19922944,58220396
182,19922944,58234614
183,19922944,58212444
184,19922944,58210280
190,20971520,61283116
191,20971520,61283040
192,20971520,61281472
193,20971520,61284376
194,20971520,61282274
200,22020096,64347902
201,22020096,64343256
202,22020096,64352004
203,22020096,64338402
204,22020096,64343200
210,23068672,67415214
211,23068672,67430278
212,23068672,67410692
213,23068672,67417692
214,23068672,67428372
220,24117248,70473152
221,24117248,70579526
222,24117248,70479566
223,24117248,70474956
224,24117248,70476200
230,25165824,73540022
231,25165824,73556002
232,25165824,73537934
233,25165824,73541974
234,25165824,73756678
240,26214400,76606616
241,26214400,76598732
242,26214400,76600024
243,26214400,76605414
244,26214400,76593552
250,27262976,79682788
251,27262976,79684502
252,27262976,79682068
253,27262976,79677342
254,27262976,79674424
260,28311552,82737306
261,28311552,82740294
262,28311552,82733534
263,28311552,82747648
264,28311552,82728810
270,29360128,85799688
271,29360128,85944512
272,29360128,85795530
273,29360128,85799308
274,29360128,85804828
280,30408704,88843442
281,30408704,88872512
282,30408704,88853476
283,30408704,88865848
284,30408704,88855272
290,31457280,91940804
291,31457280,91922450
292,31457280,91934320
293,31457280,91932198
294,31457280,91932428
300,32505856,94997302
301,32505856,94988990
302,32505856,94991002
303,32505856,94986950
304,32505856,94993470
310,33554432,98056686
311,33554432,98049734
312,33554432,98060232
313,33554432,98057134
314,33554432,98058000
320,34603008,101113500
321,34603008,101127792
322,34603008,101115688
323,34603008,101114352
324,34603008,101111568
330,35651584,104183750
331,35651584,104167114
332,35651584,104187922
333,35651584,104170624
334,35651584,104195644
340,36700160,107239518
341,36700160,107243894
342,36700160,108396436
343,36700160,107257672
344,36700160,107260360
350,37748736,110306788
351,37748736,110344860
352,37748736,110308934
353,37748736,110313844
354,37748736,110312766
360,38797312,113377568
361,38797312,113362092
362,38797312,113382692
363,38797312,113375268
364,38797312,113379822
370,39845888,116449342
371,39845888,116455156
372,39845888,116662742
373,39845888,116435886
374,39845888,116440176
380,40894464,119522746
381,40894464,119507220
382,40894464,119505016
383,40894464,119524750
384,40894464,119500490
