workload_counter,input_len,workload_cycles
5,1048576,3063964
6,1048576,3064250
7,1048576,3065832
8,1048576,3066970
9,1048576,3064788
15,2097152,6128290
16,2097152,6128084
17,2097152,6132108
18,2097152,6128720
19,2097152,6130714
25,3145728,9195776
26,3145728,9191220
27,3145728,9193344
28,3145728,9195572
29,3145728,9193184
35,4194304,12256162
36,4194304,12254502
37,4194304,12260154
38,4194304,12257468
39,4194304,12259588
45,5242880,15319124
46,5242880,15319500
47,5242880,15368210
48,5242880,15325292
49,5242880,15323068
55,6291456,18381254
56,6291456,18391048
57,6291456,18383920
58,6291456,18383672
59,6291456,18382438
65,7340032,21448664
66,7340032,21449492
67,7340032,21453046
68,7340032,21445418
69,7340032,21450990
75,8388608,24507416
76,8388608,24503854
77,8388608,24504100
78,8388608,24502368
79,8388608,24501396
85,9437184,27571944
86,9437184,27566440
87,9437184,27571656
88,9437184,27571498
89,9437184,27564946
95,10485760,30627298
96,10485760,30621880
97,10485760,30626020
98,10485760,30626554
99,10485760,30636964
105,11534336,33698016
106,11534336,33797344
107,11534336,33692972
108,11534336,33692616
109,11534336,33692906
115,12582912,36761398
116,12582912,36755830
117,12582912,36753220
118,12582912,36750388
119,12582912,36763042
125,13631488,39821796
126,13631488,39814274
127,13631488,39901102
128,13631488,39813104
129,13631488,39828804
135,14680064,42891022
136,14680064,42881836
137,14680064,42886564
138,14680064,42880552
139,14680064,42881332
145,15728640,46059138
146,15728640,45945158
147,15728640,45941140
148,15728640,45951508
149,15728640,45949098
155,16777216,49014960
156,16777216,49008906
157,16777216,49007018
158,16777216,49007630
159,16777216,49016134
165,17825792,52067156
166,17825792,52084090
167,17825792,52073154
168,17825792,52076172
169,17825792,52077604
175,18874368,55132628
176,18874368,55138230
177,18874368,55129058
178,18874368,55137860
179,18874368,55133706
185,19922944,58189836
186,19922944,58191966
187,19922944,58190686
188,19922944,58199014
189,19922944,58202514
195,20971520,61248028
196,20971520,61263042
197,20971520,61249590
198,20971520,61331642
199,20971520,61258516
205,22020096,64322026
206,22020096,64323362
207,22020096,64329694
208,22020096,64326090
209,22020096,64321808
215,23068672,67386722
216,23068672,67374114
217,23068672,67586204
218,23068672,67383478
219,23068672,67384288
225,24117248,70446460
226,24117248,70445292
227,24117248,70455286
228,24117248,70452458
229,24117248,70448402
235,25165824,73503400
236,25165824,73512130
237,25165824,73520524
238,25165824,73510780
239,25165824,73513464
245,26214400,76575740
246,26214400,76564874
247,26214400,76572844
248,26214400,76581312
249,26214400,76573066
255,27262976,79649646
256,27262976,79642224
257,27262976,79639600
258,27262976,79633514
259,27262976,79634908
265,28311552,82698124
266,28311552,82719076
267,28311552,82705606
268,28311552,82703958
269,28311552,82798906
275,29360128,85763706
276,29360128,85747942
277,29360128,85768310
278,29360128,85752254
279,29360128,85769112
285,30408704,88830316
286,30408704,88834372
287,30408704,88840820
288,30408704,88828672
289,30408704,88828074
295,31457280,91881462
296,31457280,91880522
297,31457280,91879068
298,31457280,91885720
299,31457280,91891226
305,32505856,94950444
306,32505856,94960104
307,32505856,94942160
308,32505856,94959088
309,32505856,94949070
315,33554432,98015576
316,33554432,98007510
317,33554432,98005922
318,33554432,98030296
319,33554432,98011862
325,34603008,101073382
326,34603008,101078722
327,34603008,101080408
328,34603008,101073220
329,34603008,101079994
335,35651584,104129092
336,35651584,104128890
337,35651584,104138894
338,35651584,104145434
339,35651584,104151510
345,36700160,107206654
346,36700160,107188086
347,36700160,107456004
348,36700160,107199850
349,36700160,107192092
355,37748736,110263336
356,37748736,110266562
357,37748736,110272288
358,37748736,110252542
359,37748736,110262088
365,38797312,113333636
366,38797312,113335292
367,38797312,113326114
368,38797312,113332744
369,38797312,113312840
375,39845888,116378936
376,39845888,116401108
377,39845888,116399326
378,39845888,116390696
379,39845888,116399944
385,40894464,119470582
386,40894464,119466286
387,40894464,119455972
388,40894464,119442040
389,40894464,119448214
