workload_counter,input_len,max_freq,aperf,mperf
0,1048576,3700000000,1339901783,1271189371
1,1048576,3700000000,254538795,241486378
2,1048576,3700000000,254405223,241359131
3,1048576,3700000000,254412565,241366032
4,1048576,3700000000,254463437,241414320
10,2097152,3700000000,511350206,485127581
11,2097152,3700000000,508848231,482753915
12,2097152,3700000000,509828198,483683602
13,2097152,3700000000,508803046,482710865
14,2097152,3700000000,508930292,482831624
20,3145728,3700000000,763139457,724004365
21,3145728,3700000000,766692796,727375530
22,3145728,3700000000,763285016,724142522
23,3145728,3700000000,763822726,724652802
24,3145728,3700000000,765872867,726597763
30,4194304,3700000000,1022200675,969781544
31,4194304,3700000000,1017839970,965643352
32,4194304,3700000000,1017463708,965286530
33,4194304,3700000000,1022149966,969732492
34,4194304,3700000000,1017568010,965385294
40,5242880,3700000000,1276913959,1211431655
41,5242880,3700000000,1274323859,1208974710
42,5242880,3700000000,1271978835,1206749421
43,5242880,3700000000,1271751717,1206533945
44,5242880,3700000000,1276963618,1211478743
50,6291456,3700000000,1526349492,1448075427
51,6291456,3700000000,1526251742,1447982704
52,6291456,3700000000,1529862807,1451408750
53,6291456,3700000000,1532901118,1454291370
54,6291456,3700000000,1528397363,1450018510
60,7340032,3700000000,1780840607,1689515735
61,7340032,3700000000,1780862644,1689536821
62,7340032,3700000000,1780617761,1689304469
63,7340032,3700000000,1783796167,1692319891
64,7340032,3700000000,1787056998,1695413369
70,8388608,3700000000,2042238529,1937508800
71,8388608,3700000000,2043253224,1938471446
72,8388608,3700000000,2042982136,1938214292
73,8388608,3700000000,2042882615,1938119834
74,8388608,3700000000,2042839707,1938079346
80,9437184,3700000000,2297951563,2180108155
81,9437184,3700000000,2295106704,2177409388
82,9437184,3700000000,2289519352,2172108387
83,9437184,3700000000,2289374437,2171971052
84,9437184,3700000000,2292899072,2175314789
90,10485760,3700000000,2544969704,2414458901
91,10485760,3700000000,2552181965,2421301149
92,10485760,3700000000,2552164105,2421284377
93,10485760,3700000000,2546542864,2415951462
94,10485760,3700000000,2543804185,2413352969
100,11534336,3700000000,2798296102,2654794038
101,11534336,3700000000,2798101970,2654610010
102,11534336,3700000000,2798690250,2655167955
103,11534336,3700000000,2799192746,2655644675
104,11534336,3700000000,2804464244,2660645870
110,12582912,3700000000,3053657205,2897059726
111,12582912,3700000000,3058140977,2901314170
112,12582912,3700000000,3055924477,2899211018
113,12582912,3700000000,3052756113,2896204814
114,12582912,3700000000,3052380487,2895848452
120,13631488,3700000000,3310965452,3141172901
121,13631488,3700000000,3310127635,3140378087
122,13631488,3700000000,3309826312,3140092682
123,13631488,3700000000,3309346730,3139637307
124,13631488,3700000000,3309526734,3139807979
130,14680064,3700000000,3569725210,3386662667
131,14680064,3700000000,3569341472,3386298608
132,14680064,3700000000,3569819873,3386752479
133,14680064,3700000000,3569180580,3386145944
134,14680064,3700000000,3569215248,3386178855
140,15728640,3700000000,3822404567,3626384253
141,15728640,3700000000,3821949170,3625952085
142,15728640,3700000000,3823184611,3627124329
143,15728640,3700000000,3823890734,3627794053
144,15728640,3700000000,3823805682,3627713571
150,16777216,3700000000,4070558772,3861812438
151,16777216,3700000000,4078705173,3869541092
152,16777216,3700000000,4076794574,3867728454
153,16777216,3700000000,4077455191,3868355232
154,16777216,3700000000,4078263791,3869122324
160,17825792,3700000000,4326260106,4104401066
161,17825792,3700000000,4331092214,4108985550
162,17825792,3700000000,4332896814,4110697472
163,17825792,3700000000,4332045508,4109889760
164,17825792,3700000000,4332179199,4110016617
170,18874368,3700000000,4579183917,4344354254
171,18874368,3700000000,4580212403,4345330625
172,18874368,3700000000,4583842101,4348773727
173,18874368,3700000000,4585860069,4350688539
174,18874368,3700000000,4585664856,4350503128
180,19922944,3700000000,4841646282,4593357011
181,19922944,3700000000,4834729768,4586795208
182,19922944,3700000000,4839972869,4591769415
183,19922944,3700000000,4841703781,4593411762
184,19922944,3700000000,4841551375,4593266982
190,20971520,3700000000,5096111629,4834773001
191,20971520,3700000000,5095683733,4834367046
192,20971520,3700000000,5095527776,4834218925
193,20971520,3700000000,5089037855,4828062316
194,20971520,3700000000,5095942780,4834613185
200,22020096,3700000000,5349927820,5075573003
201,22020096,3700000000,5344409437,5070338515
202,22020096,3700000000,5350246558,5075875376
203,22020096,3700000000,5350603659,5076214058
204,22020096,3700000000,5349961389,5075604863
210,23068672,3700000000,5604428848,5317022526
211,23068672,3700000000,5604039772,5316653562
212,23068672,3700000000,5600051470,5312869785
213,23068672,3700000000,5604165055,5316772415
214,23068672,3700000000,5604453736,5317046306
220,24117248,3700000000,5859091135,5558625377
221,24117248,3700000000,5859064261,5558599703
222,24117248,3700000000,5856627424,5556288037
223,24117248,3700000000,5859546814,5559057712
224,24117248,3700000000,5858133801,5557717001
230,25165824,3700000000,6113300958,5799798638
231,25165824,3700000000,6112917346,5799434832
232,25165824,3700000000,6113719608,5800195800
233,25165824,3700000000,6113558046,5800042511
234,25165824,3700000000,6111041528,5797655628
240,26214400,3700000000,6367685658,6041137967
241,26214400,3700000000,6368082783,6041514859
242,26214400,3700000000,6367884951,6041327023
243,26214400,3700000000,6367667744,6041121122
244,26214400,3700000000,6367999976,6041436169
250,27262976,3700000000,6622156467,6282559146
251,27262976,3700000000,6621972835,6282385173
252,27262976,3700000000,6621740611,6282164478
253,27262976,3700000000,6621326881,6281771906
254,27262976,3700000000,6622191638,6282592546
260,28311552,3700000000,6876262594,6523634214
261,28311552,3700000000,6876699070,6524048109
262,28311552,3700000000,6876011126,6523395444
263,28311552,3700000000,6877040249,6524371791
264,28311552,3700000000,6876110448,6523489681
270,29360128,3700000000,7131461589,6765745885
271,29360128,3700000000,7130738389,6765059766
272,29360128,3700000000,7135388202,6769471438
273,29360128,3700000000,7131132861,6765434191
274,29360128,3700000000,7131933833,6766194074
280,30408704,3700000000,7388570258,7009669678
281,30408704,3700000000,7385330937,7006596464
282,30408704,3700000000,7385621461,7006871980
283,30408704,3700000000,7386815513,7008004977
284,30408704,3700000000,7385244765,7006514717
290,31457280,3700000000,7639275137,7247517738
291,31457280,3700000000,7642187293,7250281092
292,31457280,3700000000,7640143128,7248341343
293,31457280,3700000000,7639312899,7247553684
294,31457280,3700000000,7641842213,7249953870
300,32505856,3700000000,7897459311,7492462106
301,32505856,3700000000,7893926129,7489109864
302,32505856,3700000000,7894015612,7489194731
303,32505856,3700000000,7897889922,7492870438
304,32505856,3700000000,7893837657,7489025770
310,33554432,3700000000,8149690117,7731757567
311,33554432,3700000000,8148361603,7730497459
312,33554432,3700000000,8154665912,7736478375
313,33554432,3700000000,8148737608,7730853897
314,33554432,3700000000,8148959225,7731064160
320,34603008,3700000000,8403868396,7972901256
321,34603008,3700000000,8402630324,7971726492
322,34603008,3700000000,8402885088,7971968157
323,34603008,3700000000,8409384819,7978134623
324,34603008,3700000000,8402847875,7971932870
330,35651584,3700000000,8664140966,8219826663
331,35651584,3700000000,8657600037,8213620827
332,35651584,3700000000,8656862808,8212921421
333,35651584,3700000000,8657148807,8213192754
334,35651584,3700000000,8663503283,8219221389
340,36700160,3700000000,8911549862,8454547599
341,36700160,3700000000,8912709997,8455648377
342,36700160,3700000000,8919671957,8462253309
343,36700160,3700000000,8918743031,8461371893
344,36700160,3700000000,8918144768,8460804540
350,37748736,3700000000,9171786490,8701438752
351,37748736,3700000000,9173803553,8703352374
352,37748736,3700000000,9172020018,8701660317
353,37748736,3700000000,9169016051,8698810761
354,37748736,3700000000,9166326405,8696258652
360,38797312,3700000000,9427342323,8943889329
361,38797312,3700000000,9425878975,8942501412
362,38797312,3700000000,9422546709,8939339652
363,38797312,3700000000,9420439176,8937340027
364,38797312,3700000000,9420421255,8937323049
370,39845888,3700000000,9683132289,9186561857
371,39845888,3700000000,9677866835,9181566419
372,39845888,3700000000,9677983300,9181677011
373,39845888,3700000000,9674400771,9178277953
374,39845888,3700000000,9675145029,9178984015
380,40894464,3700000000,9938233389,9428580823
381,40894464,3700000000,9936745653,9427169423
382,40894464,3700000000,9937014521,9427424554
383,40894464,3700000000,9937107062,9427512106
384,40894464,3700000000,9936578663,9427010966
