workload_counter,input_len,workload_cycles
5,1048576,241641948
6,1048576,241636464
7,1048576,241611750
8,1048576,241643812
9,1048576,241590418
15,2097152,483184640
16,2097152,483283380
17,2097152,483169800
18,2097152,483286568
19,2097152,483191802
25,3145728,724718736
26,3145728,724749772
27,3145728,724883496
28,3145728,724668914
29,3145728,724870754
35,4194304,966289058
36,4194304,966325844
37,4194304,966469550
38,4194304,966316422
39,4194304,966276114
45,5242880,1207893394
46,5242880,1207807750
47,5242880,1207930758
48,5242880,1208059716
49,5242880,1207855508
55,6291456,1449411150
56,6291456,1449431212
57,6291456,1449620350
58,6291456,1449381742
59,6291456,1449554178
65,7340032,1691166516
66,7340032,1690951070
67,7340032,1691206478
68,7340032,1691151906
69,7340032,1691027336
75,8388608,1932850848
76,8388608,1932782254
77,8388608,1932565150
78,8388608,1932522384
79,8388608,1932687698
85,9437184,2174478412
86,9437184,2174466698
87,9437184,2174340472
88,9437184,2174182402
89,9437184,2174215544
95,10485760,2415522028
96,10485760,2415647966
97,10485760,2415869626
98,10485760,2416064958
99,10485760,2415987866
105,11534336,2657599704
106,11534336,2657420674
107,11534336,2657482082
108,11534336,2657547216
109,11534336,2657328296
115,12582912,2899144962
116,12582912,2899133332
117,12582912,2899055094
118,12582912,2899259374
119,12582912,2899150328
125,13631488,3140606922
126,13631488,3140457960
127,13631488,3140716310
128,13631488,3140984616
129,13631488,3140713914
135,14680064,3382552056
136,14680064,3382383520
137,14680064,3381892756
138,14680064,3382138766
139,14680064,3382425690
145,15728640,3623996392
146,15728640,3623627444
147,15728640,3623625212
148,15728640,3623603702
149,15728640,3623950832
155,16777216,3865055194
156,16777216,3865511090
157,16777216,3865390730
158,16777216,3865077748
159,16777216,3865393708
165,17825792,4107147390
166,17825792,4106866084
167,17825792,4107035726
168,17825792,4107100394
169,17825792,4106603322
175,18874368,4348392556
176,18874368,4348519578
177,18874368,4348549190
178,18874368,4348642716
179,18874368,4348561890
185,19922944,4590121322
186,19922944,4589955558
187,19922944,4589961130
188,19922944,4590250718
189,19922944,4590355534
195,20971520,4831536990
196,20971520,4831495568
197,20971520,4831327814
198,20971520,4831646014
199,20971520,4832142262
205,22020096,5073192022
206,22020096,5073230144
207,22020096,5073118798
208,22020096,5073323994
209,22020096,5073442614
215,23068672,5314900114
216,23068672,5314900640
217,23068672,5314372994
218,23068672,5315009926
219,23068672,5314471412
225,24117248,5556296762
226,24117248,5556217020
227,24117248,5556397202
228,24117248,5556479138
229,24117248,5556613912
235,25165824,5797760118
236,25165824,5797681792
237,25165824,5797999884
238,25165824,5797859220
239,25165824,5798211308
245,26214400,6039152898
246,26214400,6039715120
247,26214400,6039772060
248,26214400,6039377034
249,26214400,6039903400
255,27262976,6280947192
256,27262976,6281363844
257,27262976,6281032138
258,27262976,6281033690
259,27262976,6281127178
265,28311552,6522361798
266,28311552,6522804030
267,28311552,6522623224
268,28311552,6522828158
269,28311552,6523255400
275,29360128,6764117302
276,29360128,6764355162
277,29360128,6764611526
278,29360128,6764035824
279,29360128,6763994544
285,30408704,7005987422
286,30408704,7005832780
287,30408704,7005664260
288,30408704,7005564704
289,30408704,7005815704
295,31457280,7247356304
296,31457280,7247678176
297,31457280,7247659652
298,31457280,7247612624
299,31457280,7247393830
305,32505856,7489151004
306,32505856,7489555592
307,32505856,7489077920
308,32505856,7488817776
309,32505856,7489367634
315,33554432,7730580346
316,33554432,7730377150
317,33554432,7730610740
318,33554432,7730088870
319,33554432,7730579120
325,34603008,7972394196
326,34603008,7972231590
327,34603008,7971980134
328,34603008,7972294876
329,34603008,7972306068
335,35651584,8213669764
336,35651584,8213721420
337,35651584,8213790018
338,35651584,8213783398
339,35651584,8213501840
345,36700160,8455729096
346,36700160,8455674070
347,36700160,8455121636
348,36700160,8455410176
349,36700160,8455664996
355,37748736,8696805962
356,37748736,8696631714
357,37748736,8696986286
358,37748736,8697050448
359,37748736,8697284984
365,38797312,8938348190
366,38797312,8938622442
367,38797312,8938597944
368,38797312,8938453508
369,38797312,8938471484
375,39845888,9179774444
376,39845888,9179793764
377,39845888,9180296290
378,39845888,9179859222
379,39845888,9180415564
385,40894464,9421841336
386,40894464,9421637446
387,40894464,9421444566
388,40894464,9421659744
389,40894464,9421480158
