workload_counter,input_len,max_freq,aperf,mperf
0,20971520,3700000000,1589313995,1507811148
1,20971520,3700000000,503735197,477902916
2,20971520,3700000000,508411485,482339563
3,20971520,3700000000,503597587,477772506
4,20971520,3700000000,511868407,485619210
5,20971520,3700000000,503902008,478061333
6,20971520,3700000000,507447111,481424633
7,20971520,3700000000,504182264,478327183
8,20971520,3700000000,505587458,479660343
9,20971520,3700000000,504126710,478274360
