74142274,74154121,74286141,74588907,74222214
148445905,148307821,148518071,148584587,148349993
222880660,222764172,223127695,222933865,222442171
296826378,296942337,297001388,296833251,297154086
371286201,371299662,371138623,371125853,370805189
445638082,445669359,445712420,445814863,445504948
519394094,519885803,519716297,519657049,519732528
594069815,593812258,593928620,594346338,594192676
668563541,667973495,668130097,668032548,668090094
742783311,742243144,742567608,742613564,742233341
816529291,816657470,816266748,816484285,816892463
891253933,891832070,891219312,891037710,890942782
965467537,965626769,965418321,965367257,965590385
1039686632,1039771203,1039832824,1039662322,1039769533
1114100034,1114176094,1114370885,1114316732,1113775700
25790080,25964009,26054813,25718263,26208617
100635747,100572786,100597212,99555247,100570844
175423395,175153275,175137214,174301150,174988894
248636934,248927011,248319930,248788148,248105944
322857540,323008468,323179990,324231651,322954991
397253343,397309635,396754695,396976071,397513318
471975130,471263375,470874939,470601992,471632575
545775987,545953168,546013266,545867000,545971359
620197439,619857765,620102677,619919387,620061189
695415159,694396889,694257315,694176855,694505899
768655345,768858051,768148331,768857191,769193946
842751848,842637964,842350031,843068322,842741547
917261637,916984695,917087786,917756430,916531962
991639342,991349503,991362353,992885444,991254344
1065681724,1064305606,1064932025,1065846730,1065601020
1140197401,1140485774,1140136459,1139977613,1140886654
51812459,52087428,51481870,51873355,52510560
127289147,125972350,126174379,126845127,126012521
201357131,202431602,200263109,200352123,200690668
274532413,274553483,274681124,274277531,274448078
350100987,347767303,349813356,349339004,349338123
423552930,423531884,423271585,424341787,424121615
498714961,498398006,497710375,498389747,497576118
573348895,572004987,572991166,571642435,572522261
